stn,lat,lon,elev,state,name,flg1,flg2,wmo
ASN00015081,-17.9776,135.532,213,NA,ANTHONY LAGOON,NA,NA,NA
ASN00015082,-18.3184,133.7951,262.4,NA,RENNER SPRINGS,NA,NA,NA
ASN00015083,-18.08,133.675,239.3,NA,POWELL CREEK,NA,NA,NA
ASN00015085,-18.637,135.945,218,NA,BRUNETTE DOWNS,NA,NA,9424
ASN00015086,-17.3789,133.4099,209,NA,NEWCASTLE WATERS,NA,NA,NA
ASN00015087,-19.6475,134.1896,376.5,NA,TENNANT CREEK POST OFFICE,NA,NA,NA
ASN00015088,-19.0579,136.7066,274,NA,ALEXANDRIA,NA,NA,NA
ASN00015089,-17.3833,133.4,210,NA,NEWCASTLE WATERS POST OFFICE,NA,NA,NA
ASN00015090,-19.435,135.4017,228,NA,FREWENA,NA,NA,NA
ASN00015092,-17.2,133.8,219,NA,BEETALOO DOWNS,NA,NA,NA
ASN00015103,-17.6744,134.251,253,NA,UCHARONIDGE,NA,NA,NA
ASN00015108,-18.6278,133.8716,280,NA,MUCKATY,NA,NA,NA
ASN00015114,-19.2738,134.1232,350,NA,PHILLIP CREEK,NA,NA,NA
ASN00015123,-18.8689,134.4991,250,NA,BRUNCHILLY,NA,NA,NA
ASN00015124,-16.95,133.4,243,NA,HEYFIELD,NA,NA,NA
ASN00015125,-18.8055,137.0872,268,NA,MITTIEBAH,NA,NA,NA
ASN00015127,-17.8222,134.5492,236,NA,MUNGABROOM,NA,NA,NA
ASN00015129,-19.4377,134.2087,328,NA,THREEWAYS ROADHOUSE,NA,NA,NA
ASN00015131,-17.5521,133.5407,220,NA,ELLIOTT,NA,NA,9423
ASN00015132,-17.1167,133.35,228,NA,STURT PLAINS,NA,NA,NA
ASN00015133,-19.5667,134.05,356,NA,IVANHOE MINE,NA,NA,NA
ASN00015134,-19.4417,134.025,340,NA,ORLANDO MINE,NA,NA,NA
ASN00015135,-19.6423,134.1833,375.7,NA,TENNANT CREEK AIRPORT,GS,N,9423
ASN00015136,-18.4533,133.8583,295,NA,MARYVILLE,NA,NA,NA
ASN00015137,-17.9817,135.5283,219,NA,ANTHONY LAGOON,NA,NA,NA
ASN00015138,-20.0228,137.4892,205,NA,AVON DOWNS POLICE,NA,NA,NA
ASN00015139,-19.933,134.3548,381,NA,WARRAMUNGA,NA,NA,NA
ASN00015140,-19.4457,133.8216,351,NA,WARREGO MINE,NA,NA,NA
ASN00015141,-19.6833,134.2833,342,NA,PEKO MINE,NA,NA,NA
ASN00015142,-19.7167,134.2333,336,NA,JUNO MINE,NA,NA,NA
ASN00015143,-19.6333,134.2,340,NA,WOOLBYE CREEK,NA,NA,NA
ASN00015145,-19.7115,135.8276,230,NA,BARKLY HOMESTEAD,NA,NA,NA
ASN00015147,-17.7839,135.6627,235,NA,WALHALLOW,NA,NA,NA
ASN00015149,-19.4333,134.0667,359,NA,GECKO MINE,NA,NA,NA
ASN00015150,-17.2438,136.1839,230,NA,KIANA,NA,NA,NA
ASN00015151,-19.2815,137.2441,255,NA,NUMBER 36 BORE,NA,NA,NA
ASN00015152,-19.6183,134.2017,400,NA,MARY ANN DAM,NA,NA,NA
ASN00015500,-23.3601,133.0032,622,NA,AMBURLA STUD,NA,NA,NA
ASN00015501,-23.1273,133.836,700,NA,YAMBAH,NA,NA,NA
ASN00015502,-21.0025,134.4029,375,NA,ALI CURUNG,NA,NA,9432
ASN00015503,-23.0364,134.6801,606,NA,MOUNT RIDDOCK,NA,NA,NA
ASN00015504,-22.625,135.1933,483,NA,DNIEPER,NA,NA,NA
ASN00015505,-22.1283,133.2633,579,NA,TI TREE STATION,NA,NA,NA
ASN00015506,-21.5194,134,610,NA,NEUTRAL JUNCTION,NA,NA,NA
ASN00015507,-22.3847,133.0518,658,NA,PINE HILL,NA,NA,NA
ASN00015508,-24.2691,134.4028,366,NA,ALLAMBI,NA,NA,NA
ASN00015509,-23.4533,131.88,393.5,NA,HAASTS BLUFF,NA,NA,NA
ASN00015510,-25.9551,133.2111,524,NA,MOUNT CAVENAGH,NA,NA,NA
ASN00015511,-25.3139,131.7571,489.6,NA,CURTIN SPRINGS,NA,NA,9446
ASN00015512,-23.795,133.5017,645,NA,JAY CREEK,NA,NA,NA
ASN00015513,-20.8,135.2,450,NA,HATCHES CREEK POLICE,NA,NA,NA
ASN00015514,-20.8667,135.1833,339.9,NA,HATCHES CREEK 2,NA,NA,NA
ASN00015515,-23.3431,133.1722,685,NA,AMBURLA,NA,NA,NA
ASN00015516,-22.9292,135.7136,388.9,NA,JINKA,NA,NA,NA
ASN00015517,-23.7833,133.8667,550,NA,TEMPLE BAR,NA,NA,NA
ASN00015518,-22.5096,132.7525,652,NA,NAPPERBY,NA,NA,NA
ASN00015519,-24.7496,133.2316,418,NA,PALMER VALLEY,NA,NA,NA
ASN00015520,-22.1333,133.4167,552,NA,TEA TREE WELL,NA,NA,NA
ASN00015521,-23.2837,134.4229,678,NA,THE GARDEN,NA,NA,NA
ASN00015522,-24.8767,129.0722,590,NA,DOCKER RIVER,NA,NA,NA
ASN00015523,-23.4062,132.2437,669,NA,GLEN HELEN,NA,NA,NA
ASN00015524,-24.9951,133.7876,366,NA,IDRACOWRA,NA,NA,NA
ASN00015525,-21.5317,133.8901,510.5,NA,BARROW CREEK,NA,NA,NA
ASN00015526,-25.5833,134.5667,267,NA,FINKE POST OFFICE,NA,NA,NA
ASN00015527,-25.34,131.0583,526,NA,AYERS ROCK,NA,NA,NA
ASN00015528,-22.2562,131.8017,667,NA,YUENDUMU,NA,NA,9432
ASN00015529,-23.8333,133.75,549,NA,PINE GAP,NA,NA,NA
ASN00015530,-21.1661,135.446,356,NA,ELKEDRA,NA,NA,NA
ASN00015531,-23.9409,132.7824,565,NA,HERMANNSBURG,NA,NA,NA
ASN00015532,-22.5514,133.9472,513,NA,MOUNT PEAKE,NA,NA,NA
ASN00015533,-24.8983,134.2567,353,NA,BUNDOOMA RAILWAY SIDING,NA,NA,NA
ASN00015534,-21.9041,136.0741,326,NA,OORATIPPRA,NA,NA,NA
ASN00015535,-22.0496,132.4948,680,NA,CONISTON,NA,NA,NA
ASN00015536,-24.6685,134.0721,365,NA,MARYVALE,NA,NA,NA
ASN00015537,-20.5003,134.662,400,NA,KURUNDI,NA,NA,NA
ASN00015538,-22.0833,131.2833,610,NA,MOUNT DOREEN,NA,NA,NA
ASN00015539,-25.85,134.6883,222,NA,DUFFIELD,NA,NA,NA
ASN00015540,-23.71,133.8683,580,NA,ALICE SPRINGS POST OFFICE,NA,NA,NA
ASN00015541,-23.4167,133.75,715,NA,SEVENTEEN MILE CSIRO,NA,NA,NA
ASN00015542,-21.8477,133.1223,556,NA,ANNINGIE,NA,NA,NA
ASN00015543,-22.6459,133.3457,684,NA,AILERON,NA,NA,NA
ASN00015544,-24.36,134.05,461,NA,DEEP WELL RAILLWAY SIDING,NA,NA,NA
ASN00015545,-22.9784,134.9173,628,NA,HARTS RANGE POLICE,NA,NA,NA
ASN00015546,-23.8289,134.9555,416,NA,RINGWOOD,NA,NA,NA
ASN00015547,-22.6167,135.0333,493,NA,NEW MACDONALD DOWNS,NA,NA,NA
ASN00015548,-20.1883,130.0161,340,NA,RABBIT FLAT,GS,N,9532
ASN00015549,-20.34,134.195,366,NA,MCLAREN CREEK,NA,NA,NA
ASN00015550,-20.7451,134.236,360,NA,WYCLIFFE WELL,NA,NA,NA
ASN00015551,-22.8953,135.4595,442,NA,HUCKITTA,NA,NA,NA
ASN00015552,-24.5521,133.2521,432,NA,HENBURY,NA,NA,NA
ASN00015553,-23.5102,133.2685,594,NA,HAMILTON DOWNS,NA,NA,NA
ASN00015554,-22.2984,130.8499,610,NA,VAUGHAN SPRINGS,NA,NA,NA
ASN00015555,-20.5649,129.7252,305,NA,TANAMI DOWNS,NA,NA,NA
ASN00015556,-21.55,130.95,474,NA,CHILLA WELL,NA,NA,NA
ASN00015557,-24.3996,132.4524,518,NA,TEMPE DOWNS,NA,NA,NA
ASN00015558,-21.9833,137.1333,328,NA,BATHURST DOWNS,NA,NA,NA
ASN00015559,-22.8031,137.2965,248,NA,MARQUA,NA,NA,NA
ASN00015560,-22.1086,137.9819,190,NA,MANNERS CREEK,NA,NA,NA
ASN00015561,-23.2674,131.2733,610,NA,MOUNT LIEBIG,NA,NA,NA
ASN00015562,-24.3611,133.4315,479,NA,ORANGE CREEK,NA,NA,NA
ASN00015563,-24.625,132.3283,540,NA,WALLARA ROADHOUSE,NA,NA,NA
ASN00015564,-23.8757,133.4704,598,NA,OWEN SPRINGS,NA,NA,NA
ASN00015565,-22.2601,132.2054,678,NA,MOUNT ALLAN,NA,NA,NA
ASN00015566,-20.7164,134.2835,487.7,NA,SINGLETON,NA,NA,NA
ASN00015567,-22.7416,132.1554,616,NA,CENTRAL MOUNT WEDGE,NA,NA,NA
ASN00015568,-25.5833,134.5367,267,NA,FINKE RAILWAY STATION,NA,NA,NA
ASN00015569,-21.276,132.6228,487,NA,WILLOWRA,NA,NA,NA
ASN00015570,-21.5083,134.1667,498,NA,HOME OF BULLION MINE,NA,NA,NA
ASN00015571,-20.6401,134.2225,364.5,NA,WAUCHOPE,NA,NA,NA
ASN00015572,-21.7322,133.7624,485,NA,STIRLING,NA,NA,NA
ASN00015574,-25.2219,133.1955,406,NA,ERLDUNDA,NA,NA,NA
ASN00015575,-23.3732,134.7503,592,NA,CLARAVILLE,NA,NA,NA
ASN00015577,-22.4515,134.8189,503,NA,DELMORE DOWNS,NA,NA,NA
ASN00015578,-22.5528,134.8173,590,NA,DELNY,NA,NA,NA
ASN00015579,-24.0137,135.4268,343,NA,NUMERY,NA,NA,NA
ASN00015581,-25.0667,134.35,368,NA,ENGOORDINA,NA,NA,NA
ASN00015583,-24.0732,132.2712,673,NA,AREYONGA,NA,NA,NA
ASN00015584,-21.6743,136.6654,289,NA,ARGADARGADA,NA,NA,NA
ASN00015585,-21.7498,135.2382,396,NA,AMMAROO,NA,NA,NA
ASN00015586,-22.2875,135.7233,373,NA,ARAPUNYA,NA,NA,NA
ASN00015587,-21.2105,136.4752,275,NA,ANNITOWA,NA,NA,NA
ASN00015588,-23.3845,134.6841,656,NA,AMBALINDUM,NA,NA,NA
ASN00015589,-24.0667,132.2667,640,NA,AREYONGA WELFARE SETTLEMENT,NA,NA,NA
ASN00015590,-23.7951,133.889,546,NA,ALICE SPRINGS AIRPORT,GS,N,9432
ASN00015591,-23.7,133.7,548,NA,ALICE SPRINGS TOWNSHIP,NA,NA,NA
ASN00015592,-23.5833,133.8333,726,NA,BIG DIPPER,NA,NA,NA
ASN00015593,-22.8211,134.4508,595.5,NA,ALCOOTA,NA,NA,NA
ASN00015594,-23.4564,134.6849,661,NA,ARLTUNGA,NA,NA,9532
ASN00015595,-25.4108,135.2906,160,NA,ANDADO,NA,NA,NA
ASN00015596,-22.9027,134.05,650,NA,BUSHY PARK,NA,NA,NA
ASN00015597,-25.9333,134.9167,182,NA,CHARLOTTE WATERS,NA,NA,NA
ASN00015598,-22.08,135.3267,403,NA,DERRY DOWNS,NA,NA,NA
ASN00015599,-23.9817,133.9283,549.8,NA,EWANINGA,NA,NA,NA
ASN00015600,-25.6766,134.8333,216,NA,NEW CROWN,NA,NA,NA
ASN00015601,-23.1725,132.1498,604,NA,THE DERWENT,NA,NA,NA
ASN00015602,-22.9494,136.1442,328,NA,JERVOIS,NA,NA,9432
ASN00015603,-25.8428,133.3027,508.6,NA,KULGERA,NA,NA,9446
ASN00015604,-22.441,136.2916,311.1,NA,LUCY CREEK,NA,NA,NA
ASN00015605,-25.5607,134.071,330,NA,LILLA CREEK,NA,NA,NA
ASN00015606,-25.4,132.2,512,NA,LYNDA VALE,NA,NA,NA
ASN00015607,-22.1305,132.0812,617,NA,MOUNT DENISON,NA,NA,NA
ASN00015608,-21.0434,134.6752,400,NA,MURRAY DOWNS,NA,NA,NA
ASN00015609,-21.05,134.6667,441,NA,MURRAY DOWNS,NA,NA,NA
ASN00015610,-23.3292,135.44,442,NA,INDIANA,NA,NA,NA
ASN00015611,-22.7228,131.1685,609,NA,NEWHAVEN,NA,NA,NA
ASN00015612,-23.2044,131.9156,608,NA,PAPUNYA,NA,NA,9432
ASN00015613,-23.1,136.2333,305,NA,PLENTY DOWNS,NA,NA,NA
ASN00015614,-25.3333,134.4833,320,NA,RUMBALARA,NA,NA,NA
ASN00015615,-24.5567,134.0817,386,NA,RODINGA RAILWAY SIDING,NA,NA,NA
ASN00015616,-23.5943,134.4887,488,NA,ROSS RIVER,NA,NA,NA
ASN00015617,-24.1313,134.3737,427,NA,SANTA TERESA,NA,NA,NA
ASN00015618,-22.2747,137.9733,168.4,NA,TOBERMOREY,NA,NA,NA
ASN00015619,-23.8398,134.5089,427,NA,TODD RIVER,NA,NA,NA
ASN00015620,-22.6577,136.7998,283.5,NA,TARLTON DOWNS,NA,NA,NA
ASN00015621,-20.5667,130.4,470,NA,THE GRANITES,NA,NA,NA
ASN00015622,-25.7533,133.685,449,NA,UMBEARA,NA,NA,NA
ASN00015623,-23.6938,134.0354,558,NA,UNDOOLYA,NA,NA,NA
ASN00015624,-25.9891,132.9748,549.3,NA,VICTORY DOWNS,NA,NA,NA
ASN00015625,-22.1667,133.8333,527,NA,WOOLLA DOWNS,NA,NA,NA
ASN00015626,-22.3961,134.2335,564,NA,WOODGREEN,NA,NA,NA
ASN00015627,-25.2141,134.2431,285.6,NA,HORSESHOE BEND,NA,NA,NA
ASN00015628,-23.7233,133.8792,575,NA,ALICE SPRINGS GOLF CLUB,NA,NA,NA
ASN00015629,-22.6667,131.1167,305,NA,GURNER,NA,NA,NA
ASN00015630,-23.7333,133.8667,609,NA,HEAVITREE GAP,NA,NA,NA
ASN00015631,-23.5409,133.921,764,NA,BOND SPRINGS HOMESTEAD,NA,NA,NA
ASN00015633,-24.0636,132.7444,520,NA,PALM VALLEY,NA,NA,NA
ASN00015634,-23.6833,133.85,591,NA,ALICE SPRINGS CONNELLANS,NA,NA,NA
ASN00015635,-25.1896,130.9737,492,NA,YULARA AERO,NA,NA,9446
ASN00015636,-24.4048,131.8177,640,NA,KINGS CREEK,NA,NA,NA
ASN00015637,-25.1974,133.1993,430,NA,ERLDUNDA ROADHOUSE,NA,NA,NA
ASN00015638,-23.6853,132.6722,700,NA,GLEN HELEN LODGE,NA,NA,NA
ASN00015639,-25.1783,132.6763,490,NA,MOUNT EBENEZER,NA,NA,NA
ASN00015640,-25.9054,131.6711,630,NA,MULGA PARK,NA,NA,NA
ASN00015641,-20.5476,130.3466,430,NA,THE GRANITES,NA,NA,NA
ASN00015642,-24.1267,133.0848,640,NA,WALLACE ROCK HOLE,NA,NA,NA
ASN00015643,-22.4518,133.6377,565.6,NA,TERRITORY GRAPE FARM,NA,NA,9432
ASN00015644,-25.5745,132.8358,476,NA,LYNDAVALE,NA,NA,NA
ASN00015645,-24.2992,134.1439,434,NA,DEEP WELL,NA,NA,NA
ASN00015646,-22.4787,134.5307,534,NA,WAITE RIVER,NA,NA,NA
ASN00015647,-23.2531,136.3816,305,NA,ATULA,NA,NA,NA
ASN00015648,-23.6925,133.8978,575,NA,ALICE SPRINGS EAST SIDE,NA,NA,NA
ASN00015650,-23.2308,132.6259,620,NA,NARWIETOOMA,NA,NA,NA
ASN00015651,-22.1292,133.4171,580,NA,TI TREE POLICE,NA,NA,NA
ASN00015652,-24.2914,131.5488,614,NA,WATARRKA,NA,NA,9432
ASN00015653,-22.9689,134.2415,635,NA,GEMTREE PARK,NA,NA,NA
ASN00015654,-23.9953,131.5533,700,NA,MEREENIE,NA,NA,NA
ASN00015655,-22.9838,134.9359,630,NA,ATITJERE,NA,NA,NA
ASN00015656,-24.2581,135.2707,260,NA,TODD RIVER DOWNS,NA,NA,NA
ASN00015657,-20.4442,135.2631,310,NA,EPENARRA,NA,NA,NA
ASN00015658,-22.8094,132.5995,560,NA,TILMOUTH WELL,NA,NA,NA
ASN00015659,-20.6419,135.5864,307,NA,CANTEEN CREEK,NA,NA,NA
ASN00015660,-25.3602,131.0196,530,NA,ULURU RANGERS,NA,NA,NA
ASN00015661,-22.2109,134.1182,530,NA,MOUNT SKINNER,NA,NA,NA
ASN00015663,-23.2851,129.3934,490,NA,KINTORE,NA,NA,NA
ASN00015664,-23.27,129.38,454.3,NA,WALUNGURRU,NA,NA,9432
ASN00015665,-20.5181,129.9469,400,NA,DEAD BULLOCK SOAK,NA,NA,NA
ASN00015666,-20.1824,130.0148,340,NA,RABBIT FLAT,NA,NA,9532
ASN00015667,-23.6338,132.7311,700,NA,ORMISTON GORGE,NA,NA,NA
ASN00015668,-23.6521,132.7323,750,NA,ORMISTON KNOLL,NA,NA,NA
ASN00015669,-21.5142,133.9933,489,NA,NEUTRAL JUNCTION,NA,NA,NA
ASN00015671,-23.5232,133.6792,712,NA,JINDALEE - MT EVERARD,NA,NA,NA
ASN00015672,-20.5338,129.9364,400,NA,DEAD BULLOCK SOAK,NA,NA,NA
ASN00015673,-23.5312,134.3743,530,NA,TREPHINA GORGE,NA,NA,NA
ASN00015675,-23.7517,133.7812,570,NA,WHITE GUMS (ILPARPA),NA,NA,NA
ASN00015676,-24.3403,133.4671,480,NA,HUGH RIVER,NA,NA,NA
ASN00016000,-31.0228,137.0494,125,NA,WOOMERA (ARCOONA),NA,NA,NA
ASN00016001,-31.1558,136.8054,166.6,NA,WOOMERA AERODROME,NA,NA,9465
ASN00016002,-31.8967,137.3525,87,NA,BOOKALOO,NA,NA,NA
ASN00016003,-30.1658,134.8928,165,NA,BULGUNNIA,NA,NA,NA
ASN00016004,-31.2,136.6167,-999.9,NA,BURANDO,NA,NA,NA
ASN00016005,-32.3997,137.225,175,NA,PORT AUGUSTA (CARRIEWERLOO ST,N,NA,NA
ASN00016006,-29.9434,134.1506,181,NA,TARCOOLA (COMMONWEALTH HILL),NA,NA,NA
ASN00016007,-29.004,134.7564,215,NA,COOBER PEDY,NA,NA,NA
ASN00016008,-26.1033,131.2064,630,NA,AMATA AIRSTRIP,NA,NA,NA
ASN00016009,-31.0623,135.8659,155,NA,COONDAMBO,NA,NA,NA
ASN00016010,-31.055,135.8181,180,NA,COONDAMBO RAILWAY STATION,NA,NA,NA
ASN00016011,-30.9892,136.0172,145,NA,EAST WELL,NA,NA,NA
ASN00016012,-26.2783,134.7233,245,NA,ERINGA,NA,NA,NA
ASN00016013,-26.2925,132.1283,676,NA,ERNABELLA,NA,NA,NA
ASN00016015,-32.1383,137.4475,54,NA,HESSO,NA,NA,NA
ASN00016016,-30.8467,135.3092,150,NA,KINGOONYA (NORTH WELL),NA,NA,NA
ASN00016017,-32.1269,132.5589,62,NA,EURO BLUFF,NA,NA,NA
ASN00016018,-32.62,136.3617,280,NA,CORALBIGNIE,NA,NA,NA
ASN00016019,-26.3292,132.4467,634,NA,KENMORE PARK,NA,NA,NA
ASN00016020,-30.9142,135.3156,146.3,NA,KINGOONYA,NA,NA,NA
ASN00016021,-31.2609,135.2374,190,NA,KOKATHA,NA,NA,NA
ASN00016022,-31.9956,134.8829,200,NA,KONDOOLKA,NA,NA,NA
ASN00016023,-31.0117,135.6317,177,NA,KULTANABY TAR,NA,NA,NA
ASN00016024,-31.7397,135.1722,200,NA,TARCOOLA (LAKE EVERARD),NA,NA,NA
ASN00016025,-31.7293,136.4448,150,NA,WOOMERA (MAHANEWO),NA,NA,NA
ASN00016026,-30.6883,134.175,154,NA,MALBOONA,NA,NA,NA
ASN00016027,-29.8409,134.9035,150,NA,COOBER PEDY (MCDOUALL PEAK),NA,NA,NA
ASN00016028,-30.0047,136.0445,120,NA,GLENDAMBO (MILLERS CREEK),NA,NA,NA
ASN00016029,-31.9675,135.8742,240,NA,MOONAREE,NA,NA,NA
ASN00016030,-30.1809,135.6629,158,NA,MOUNT EBA,NA,NA,NA
ASN00016031,-30.2406,133.9885,198,NA,TARCOOLA (MULGATHING),NA,NA,NA
ASN00016032,-32.5226,136.4926,200,NA,NONNING,NA,NA,9565
ASN00016033,-31.6611,137.0382,134,NA,WOOMERA (OAKDEN HILLS),NA,NA,NA
ASN00016034,-32.1572,135.0722,230,NA,HILTABA,NA,NA,NA
ASN00016035,-30.4027,136.392,84,NA,ROXBY DOWNS (PARAKYLIA STATIO,N,NA,NA
ASN00016036,-31.4831,137.4805,100,NA,WOOMERA (PERNATTY STATION),NA,NA,NA
ASN00016037,-31.2517,136.7983,190,NA,PIMBA,NA,NA,NA
ASN00016038,-32.4827,137.7576,9.1,NA,PORT AUGUSTA WEST,NA,NA,NA
ASN00016039,-30.7888,136.8948,85,NA,WOOMERA (PURPLE DOWNS),NA,NA,NA
ASN00016040,-30.7037,136.7533,110,NA,ROXBY DOWNS STATION,NA,NA,NA
ASN00016042,-26.1673,130.1192,670,NA,KANYPI,NA,NA,NA
ASN00016043,-31.6338,137.6218,43,NA,WOOMERA (SOUTH GAP STATION),NA,NA,NA
ASN00016044,-30.7111,134.5694,119.5,NA,TARCOOLA,NA,NA,NA
ASN00016045,-30.5492,133.2167,209,NA,MOUNT CHRISTIE (TAR 397 MILE),NA,NA,NA
ASN00016046,-32.4395,135.773,300,NA,THURLGA,NA,NA,NA
ASN00016047,-27.1391,134.7575,200,NA,TODMORDEN,NA,NA,NA
ASN00016048,-29.9964,135.3911,185,NA,THE TWINS STATION,NA,NA,NA
ASN00016049,-29.3987,130.7481,220,NA,OAK VALLEY,NA,NA,NA
ASN00016050,-31.1667,136.125,151,NA,WIRRAMINNA RAILWAY STATION,NA,NA,NA
ASN00016051,-31.4225,137.99,79,NA,WIRRAPPA,NA,NA,NA
ASN00016052,-31.6883,137.175,74,NA,WOOCALLA,NA,NA,NA
ASN00016053,-32.1467,137.3411,108,NA,YUDNAPINNA (NUMBER ONE TANK),NA,NA,NA
ASN00016054,-30.5567,133.5342,152.1,NA,WYNBRING SIDING (TAR 377 MILE,),NA,NA
ASN00016055,-32.3792,135.5247,260,NA,YARDEA,NA,NA,NA
ASN00016056,-32.1232,137.1505,128,NA,YUDNAPINNA,NA,NA,NA
ASN00016057,-31.34,137.3592,-999.9,NA,YELTACOWIE,NA,NA,NA
ASN00016058,-29.785,134.1883,172,NA,COMET,NA,NA,NA
ASN00016059,-29.8113,133.3603,179,NA,TARCOOLA (MOBELLA),NA,NA,NA
ASN00016060,-29.8933,133.6667,190,NA,JUMBUCK,NA,NA,NA
ASN00016061,-31.735,137.42,75,NA,WHITTATA,NA,NA,NA
ASN00016062,-31.1989,136.2284,120,NA,WIRRAMINNA HOMESTEAD,NA,NA,NA
ASN00016063,-30.7283,134.6842,144.8,NA,TARCOOLA (WILGENA DAMS),NA,NA,NA
ASN00016064,-26.9383,133.4967,400,NA,GRANITE DOWNS,NA,NA,NA
ASN00016065,-30.449,137.1692,76,NA,ANDAMOOKA,NA,NA,9566
ASN00016066,-29.8767,135.2464,204,NA,MIRIKATA,NA,NA,NA
ASN00016067,-32.4398,136.0671,213,NA,MOUNT IVE,NA,NA,NA
ASN00016070,-31.145,134.9667,160,NA,ARLCOODABY,NA,NA,NA
ASN00016071,-30.73,137.2,80,NA,ANDAMOOKA HOMESTEAD,NA,NA,NA
ASN00016072,-30.6683,134.1467,180,NA,TAR 340 MILE,NA,NA,NA
ASN00016073,-26.7642,132.025,500,NA,FREGON,NA,NA,NA
ASN00016074,-32.0525,135.125,305,NA,GAWLER RANGES (YARNA),NA,NA,NA
ASN00016075,-31.4382,137.1778,79.2,NA,WOOMERA (MOUNT GUNSON),NA,NA,NA
ASN00016076,-27.4139,133.3269,330,NA,WALLATINNA HOMESTEAD,NA,NA,NA
ASN00016078,-30.6367,133.9392,156,NA,LYONS SDG (TAR 354 MILE),NA,NA,NA
ASN00016081,-31.8953,137.7144,31,NA,LAKE TORRENS,NA,NA,NA
ASN00016082,-28.2415,134.9899,130,NA,MOUNT BARRY,NA,NA,NA
ASN00016083,-26.7134,135.0782,170,NA,HAMILTON STATION,NA,NA,NA
ASN00016084,-30.9693,135.7508,150,NA,GLENDAMBO,NA,NA,NA
ASN00016085,-27.3002,133.6201,323,NA,MARLA POLICE STATION,NA,NA,9447
ASN00016086,-31.7646,135.64940000000001,275,NA,MOONAREE (KANGAROO WELL),NA,NA,NA
ASN00016087,-29.6403,134.787,146,NA,COOBER PEDY (INGOMAR),NA,NA,NA
ASN00016088,-27.315,133.2979,335,NA,MINTABIE,NA,NA,NA
ASN00016089,-30.4494,136.8703,103.6,NA,ROXBY DOWNS (OLYMPIC DAM),NA,NA,NA
ASN00016090,-29.0347,134.7222,225,NA,COOBER PEDY AIRPORT,NA,NA,9545
ASN00016091,-27.9069,134.0546,288,NA,CADNEY PARK,NA,NA,NA
ASN00016092,-32.4783,137.7386,18.5,NA,PORT AUGUSTA ARID LANDS,NA,NA,NA
ASN00016093,-27.9375,134.739,150,NA,CADNEY PARK (ARCKARINGA STATI,O,NA,NA
ASN00016094,-27.9555,134.3156,250,NA,COPPER HILLS STATION,NA,NA,NA
ASN00016095,-26.2085,133.8545,390,NA,TIEYON,NA,NA,NA
ASN00016096,-30.4829,136.8772,98.5,NA,ROXBY DOWNS (OLYMPIC DAM AERO,D,NA,9565
ASN00016097,-26.2635,132.1771,703.2,NA,ERNABELLA (PUKATJA),NA,NA,9447
ASN00016098,-30.7051,134.5786,123,NA,TARCOOLA AERO,NA,NA,9465
ASN00016099,-26.1619,129.1647,630,NA,PIPALYATJARA,NA,NA,NA
ASN00016100,-26.9086,134.058,280,NA,LAMBINA,NA,NA,NA
ASN00017000,-26.1317,134.8517,217,NA,ABMINGA RAILWAY SIDING,NA,NA,NA
ASN00017001,-27.2,135.4333,118,NA,ALBERGA,NA,NA,NA
ASN00017002,-29.6267,137.5367,27,NA,ALBERRIE CREEK,NA,NA,NA
ASN00017003,-31.1281,138.5594,320,NA,ANGORICHINA HOSTEL,NA,NA,NA
ASN00017004,-28.8921,136.1688,105,NA,ANNA CREEK,NA,NA,NA
ASN00017005,-30.4667,138.4075,194,NA,LEIGH CREEK AERO,NA,NA,NA
ASN00017006,-29.9267,138.7517,123,NA,APOLLINARIS WELL,NA,NA,NA
ASN00017007,-27.6286,135.5879,137,NA,OODNADATTA (ALLANDALE),NA,NA,NA
ASN00017008,-30.8536,139.2933,110,NA,ARROWIE,NA,NA,NA
ASN00017009,-30.2314,138.4511,150,NA,AVONDALE,NA,NA,NA
ASN00017010,-30.5328,139.3029,180,NA,GAMMON RANGES (BALCANOONA),NA,NA,NA
ASN00017011,-30.8133,138.4133,236.2,NA,BELTANA,NA,NA,NA
ASN00017012,-30.8246,138.3822,230,NA,BELTANA STATION,NA,NA,NA
ASN00017013,-29.2431,136.6581,27,NA,BERESFORD,NA,NA,NA
ASN00017014,-31.0939,138.6786,615.7,NA,BLINMAN,NA,NA,NA
ASN00017015,-31.3394,138.4111,128,NA,BRACHINA SIDING,NA,NA,NA
ASN00017016,-27.0194,138.8933,32,NA,GOYDERS LAGOON (CLIFTON HILLS,),NA,NA
ASN00017017,-31.2531,138.3892,105,NA,COMMODORE,NA,NA,NA
ASN00017018,-30.5564,138.4222,235,NA,COPLEY,NA,NA,NA
ASN00017019,-26.7061,140.6261,71,NA,CORDILLO DOWNS,NA,NA,NA
ASN00017020,-27.7017,138.3361,7,NA,MUNGERANIE (COWARIE),NA,NA,NA
ASN00017021,-29.4025,136.8108,16,NA,COWARD SPRINGS,NA,NA,NA
ASN00017022,-28.1696,139.6105,20,NA,MOOMBA (TANTANNA),NA,NA,NA
ASN00017023,-28.3325,135.8483,126,NA,EDWARDS CREEK,NA,NA,NA
ASN00017024,-30.066,138.2739,91,NA,MARREE (FARINA),NA,NA,NA
ASN00017025,-29.745,137.505,55,NA,FINNISS SPRINGS,NA,NA,NA
