Program.ID,Broad.Field,Field,Institution.Name,Program.Name,Program.Website,Control,Regional.Code.1.NE.2.MW.3.SA.4.SC.5.W,Program.Size.Quartile,R.Rankings.5th.Percentile,R.Rankings.95th.Percentile,S.Rankings.5th.Percentile,S.Rankings.95th.Percentile,Research.Activity.5th.Percentile,Research.Activity.95th.Percentile,Student.Support.Outcomes.5th.Percentile,Student.Support.Outcomes.95th.Percentile,Diversity.5th.Percentile,Diversity.95th.Percentile,Average.Publications,Average.Citations,Faculty.with.Grants.Pct,Awards.per.Faculty,FirstYrs.Full.Supp.Pct,Avg.Completion.Pct.6Yrs,Median.Time.to.Degree,Academic.Plans.Pct,Collects.Data.,Non.Asian.Min.Fac.Pct,Female.Faculty.Pct,Non.Asian.Min.Stud.Pct,Female.Stud.Pct,Int.Stud.Pct,Ave.Num.Ph.Ds,Pct.Interdisc.Fac,Ave.GRE.Scores,Pct.FirstYrs.Ext.Fellows,Student.Work.Space,Health.Insurance,Num.Student.Activities,Total.Faculty,Num.Allocated.Faculty,Asst.Prof.Pct,Tenured.Faculty.Pct,Num.Core.and.New.Fac,Num.Students,Ave.First.Yr.Enrol,Pct.Stud.RAs,Pct.Stud.TAs,Orientation,Internat.Orientation,Language.Screening,Instruction.in.Writing,Instruction.in.Statistics,Prizes.Awards,Training.Proposal,Graduate.Research.Conf,Training.Academic.Integrity,Active.GSA,Staff.Assigned.GSA,Financial.Support.GSA,Acad.Grievance.Proc,Dispute.Resolution.Proc,Grad.Directors.Coord.Meet,Annual.Review.Doctoral.Students,Training.Teaching,Travel.Support,Student.Activities
20014649,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF CHICAGO,Statistics,http://galton.uchicago.edu,Private,2,3,4,16,4,9,5,15,5,26,18,43,0.95,2.33,91.0,0.93,100.0,47.1,4.75,52.4,1,0,6.7,9.1,48.6,65.7,5,46.4,798,0,1,1,15,28,16.79,14.0,75.0,15,35,6.60,8.8,55.9,3,1,2,1,3,1,3,4,4,1,1,4,1,1,2,2,3,2,15
20024354,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF CONNECTICUT,Statistics PhD,http://www.stat.uconn.edu/www/academics/graduates/index.html,Public,1,2,29,48,24,39,29,45,14,39,32,52,1.08,0.72,47.3,0.01,100.0,43.6,4.30,,1,0,16.7,0,32.3,71.0,3,33.3,790,16.7,-1,1,16,18,12.04,11.0,72.0,12,31,8.00,0,53.8,3,1,1,4,2,2,2,3,3,1,4,1,1,1,3,3,3,3,16
20013491,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF FLORIDA,Statistics,http://www.stat.ufl.edu/,Public,3,4,12,40,12,23,21,35,1,15,1,5,1.32,1.07,44.4,0.05,100.0,60.8,5.00,64.7,1,0,16.7,50.0,43.1,86.3,5.2,10.0,792,0,-1,1,15,20,19,25.0,65.0,18,51,13.40,13.7,49.0,3,1,1,1,2,3,4,1,4,1,1,1,1,1,1,4,1,3,15
20020002,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF GEORGIA,Statistics,http://www.stat.uga.edu,Public,3,2,15,43,21,36,21,41,17,48,10,39,1.09,0.95,27.5,1.02,100.0,33.2,4.63,29.4,1,0,29.4,0,45.2,74.2,4,22.7,786,0,1,1,18,22,16.5,23.0,68.0,17,31,8.20,20.0,66.7,3,1,1,1,3,3,1,1,1,3,3,3,1,1,1,3,3,3,18
20039349,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,Statistics,http://www.stat.uiuc.edu,Public,2,1,20,49,26,44,27,47,9,43,5,25,0.65,1.53,64.1,0,100.0,38.0,5.16,41.7,1,0,11.1,0,58.8,82.4,2.4,10.0,790,0,1,1,14,20,14.14,40.0,50.0,18,17,1.60,35.3,35.3,2,3,3,1,3,3,4,2,2,4,4,4,1,3,3,2,3,3,14
20020358,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF IOWA,Statistics,http://www.stat.uiowa.edu,Public,2,2,13,33,39,50,39,51,31,56,6,35,0.63,1.32,40.2,0.31,100.0,27.0,6.70,28.6,1,0,14.3,0,38.7,93.5,2.4,8.7,797,0,1,1,18,23,15.9,17.0,83.0,21,31,5.80,14.3,46.4,3,1,1,1,2,3,1,1,1,3,1,3,1,1,1,2,3,3,18
20028457,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF KENTUCKY,Statistics,http://www.ms.uky.edu/~statinfo/,Public,4,1,23,57,18,34,21,43,19,48,17,44,0.79,1.01,75.0,0.06,100.0,39.1,4.73,,1,0,7.7,0,61.9,57.1,3.6,60.6,769,0,1,1,17,33,14.86,12.0,82.0,13,21,6.00,47.4,26.3,3,1,1,1,4,3,3,3,3,3,1,1,1,1,1,1,1,3,17
20036478,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF MARYLAND BALTIMORE COUNTY,Statistics,http://www.math.umbc.edu,Public,3,1,36,55,48,58,43,55,48,58,32,52,0.41,0.45,66.7,0.13,100.0,50.0,4.00,0,-1,0,0,16.7,30.0,65.0,3.2,0,784,0,-1,1,16,8,8,38.0,63.0,8,20,7.20,20.0,80.0,3,1,3,4,4,2,3,1,1,3,1,1,1,1,1,3,3,1,16
20050344,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF MARYLAND COLLEGE PARK,Mathematical Statistics,http://www.stat.umd.edu/,Public,3,3,38,57,48,57,39,52,59,60,8,32,1,0.34,39.6,0.02,60.0,6.7,7.00,,1,0,12.5,14.3,42.4,78.8,1.6,33.3,785,0,-1,1,16,12,6.47,8.0,92.0,8,33,8.60,3.8,69.2,3,3,3,1,4,3,4,3,1,3,1,1,3,3,1,2,3,3,16
20035835,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF MICHIGAN-ANN ARBOR,Statistics,http://www.stat.lsa.umich.edu,Public,2,3,3,11,4,12,5,17,15,45,13,39,1.3,1.93,86.0,0.4,100.0,44.5,7.00,44.0,1,14.3,15.8,18.8,35.7,61.9,4.6,53.7,793,0,1,1,18,41,15.82,27.0,73.0,19,42,10.60,24.3,62.2,3,3,3,1,1,3,1,3,1,3,3,3,1,1,1,2,3,3,18
20040273,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF MINNESOTA-TWIN CITIES,Statistics,http://www.stat.umn.edu,Public,2,4,14,39,32,47,17,38,44,57,24,47,0.98,1.44,64.1,0.11,71.4,42.6,5.70,29.2,1,0,10.5,11.1,35.8,66.0,5.2,0,780,0,-1,1,15,19,18.73,11.0,79.0,19,53,8.80,11.4,61.4,3,1,1,1,2,3,4,4,3,1,4,1,1,3,1,3,1,2,15
20025612,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF MISSOURI - COLUMBIA,Statistics,http://www.stat.missouri.edu/,Public,2,2,28,53,28,45,46,56,1,8,6,25,0.3,1.04,58.6,0,100.0,69.3,3.90,66.7,1,0,31.3,22.2,43.3,66.7,4,0,779,0,-1,1,16,16,15.5,6.0,44.0,16,30,8.60,30.0,63.3,3,1,1,4,4,3,1,1,1,3,3,3,1,1,1,3,3,3,16
20015321,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF NEW MEXICO MAIN CAMPUS,Statistics,http://www.stat.unm.edu,Public,5,2,30,53,19,36,21,47,3,21,10,33,0.83,0.64,77.6,0,100.0,95.0,6.00,38.5,1,20.0,20.0,12.5,37.5,66.7,2.8,16.7,779,0,-1,1,18,6,4.97,17.0,67.0,5,24,6.00,17.4,52.2,3,3,1,1,1,3,1,1,1,3,3,1,1,1,3,2,3,1,18
20045595,Physical and Mathematical Sciences,Statistics and Probability,UNIVERSITY OF NORTH CAROLINA AT CHAPEL HILL,Statistics,http://www.stat-or.unc.edu,Public,3,3,6,20,5,14,12,27,7,28,39,57,0.96,2.05,79.2,0.05,100.0,72.3,5.00,33.3,1,0,0,0,30.6,72.2,4.6,67.5,800,0,1,1,18,40,16.75,25.0,68.0,13,36,7.60,13.9,63.9,3,3,3,1,1,3,1,1,1,3,1,1,3,1,3,3,3,1,18
