Sensor,Date_Time,Date,Time,Count
Bourke Street Mall (South),2019-07-08T19:00:00Z,2019-07-09,5,47
Melbourne Central,2019-07-08T19:00:00Z,2019-07-09,5,73
Town Hall (West),2019-07-08T19:00:00Z,2019-07-09,5,102
Princes Bridge,2019-07-08T19:00:00Z,2019-07-09,5,255
Flinders Street Station Underpass,2019-07-08T19:00:00Z,2019-07-09,5,238
Birrarung Marr,2019-07-08T19:00:00Z,2019-07-09,5,38
Webb Bridge,2019-07-08T19:00:00Z,2019-07-09,5,47
Southern Cross Station,2019-07-08T19:00:00Z,2019-07-09,5,90
Victoria Point,2019-07-08T19:00:00Z,2019-07-09,5,29
Waterfront City,2019-07-08T19:00:00Z,2019-07-09,5,5
New Quay,2019-07-08T19:00:00Z,2019-07-09,5,20
Flagstaff Station,2019-07-08T19:00:00Z,2019-07-09,5,NA
Sandridge Bridge,2019-07-08T19:00:00Z,2019-07-09,5,72
State Library,2019-07-08T19:00:00Z,2019-07-09,5,51
Collins St (North),2019-07-08T19:00:00Z,2019-07-09,5,51
Collins Place (South),2019-07-08T19:00:00Z,2019-07-09,5,71
Collins Place (North),2019-07-08T19:00:00Z,2019-07-09,5,22
Chinatown-Swanston St (North),2019-07-08T19:00:00Z,2019-07-09,5,19
Chinatown-Lt Bourke St (South),2019-07-08T19:00:00Z,2019-07-09,5,34
Bourke St-Russell St (West),2019-07-08T19:00:00Z,2019-07-09,5,55
Flinders St-Elizabeth St (East),2019-07-08T19:00:00Z,2019-07-09,5,196
Spencer St-Collins St (South),2019-07-08T19:00:00Z,2019-07-09,5,63
Spencer St-Collins St (North),2019-07-08T19:00:00Z,2019-07-09,5,287
Melbourne Convention Exhibition Centre,2019-07-08T19:00:00Z,2019-07-09,5,NA
QV Market-Elizabeth St (West),2019-07-08T19:00:00Z,2019-07-09,5,57
QV Market-Peel St,2019-07-08T19:00:00Z,2019-07-09,5,8
The Arts Centre,2019-07-08T19:00:00Z,2019-07-09,5,301
St Kilda Rd-Alexandra Gardens,2019-07-08T19:00:00Z,2019-07-09,5,21
Lonsdale St (South),2019-07-08T19:00:00Z,2019-07-09,5,44
Lygon St (West),2019-07-08T19:00:00Z,2019-07-09,5,7
City Square,2019-07-08T19:00:00Z,2019-07-09,5,NA
Flinders St-Spring St (West),2019-07-08T19:00:00Z,2019-07-09,5,34
Flinders St-Spark La,2019-07-08T19:00:00Z,2019-07-09,5,36
Southbank,2019-07-08T19:00:00Z,2019-07-09,5,126
Queen St (West),2019-07-08T19:00:00Z,2019-07-09,5,22
Lygon St (East),2019-07-08T19:00:00Z,2019-07-09,5,8
Flinders St-Swanston St (West),2019-07-08T19:00:00Z,2019-07-09,5,100
Alfred Place,2019-07-08T19:00:00Z,2019-07-09,5,21
Lonsdale St-Spring St (West),2019-07-08T19:00:00Z,2019-07-09,5,26
Grattan St-Swanston St (West),2019-07-08T19:00:00Z,2019-07-09,5,6
Monash Rd-Swanston St (West),2019-07-08T19:00:00Z,2019-07-09,5,4
Tin Alley-Swanston St (West),2019-07-08T19:00:00Z,2019-07-09,5,7
Bourke Street Mall (North),2019-07-08T20:00:00Z,2019-07-09,6,84
Bourke Street Mall (South),2019-07-08T20:00:00Z,2019-07-09,6,141
Melbourne Central,2019-07-08T20:00:00Z,2019-07-09,6,201
Town Hall (West),2019-07-08T20:00:00Z,2019-07-09,6,295
Princes Bridge,2019-07-08T20:00:00Z,2019-07-09,6,773
Flinders Street Station Underpass,2019-07-08T20:00:00Z,2019-07-09,6,908
Birrarung Marr,2019-07-08T20:00:00Z,2019-07-09,6,120
Webb Bridge,2019-07-08T20:00:00Z,2019-07-09,6,102
Southern Cross Station,2019-07-08T20:00:00Z,2019-07-09,6,591
Victoria Point,2019-07-08T20:00:00Z,2019-07-09,6,84
Waterfront City,2019-07-08T20:00:00Z,2019-07-09,6,12
New Quay,2019-07-08T20:00:00Z,2019-07-09,6,52
Flagstaff Station,2019-07-08T20:00:00Z,2019-07-09,6,NA
Sandridge Bridge,2019-07-08T20:00:00Z,2019-07-09,6,304
State Library,2019-07-08T20:00:00Z,2019-07-09,6,91
Collins St (North),2019-07-08T20:00:00Z,2019-07-09,6,188
Collins Place (South),2019-07-08T20:00:00Z,2019-07-09,6,228
Collins Place (North),2019-07-08T20:00:00Z,2019-07-09,6,189
Chinatown-Swanston St (North),2019-07-08T20:00:00Z,2019-07-09,6,56
Chinatown-Lt Bourke St (South),2019-07-08T20:00:00Z,2019-07-09,6,31
Bourke St-Russell St (West),2019-07-08T20:00:00Z,2019-07-09,6,86
Flinders St-Elizabeth St (East),2019-07-08T20:00:00Z,2019-07-09,6,886
Spencer St-Collins St (South),2019-07-08T20:00:00Z,2019-07-09,6,292
Spencer St-Collins St (North),2019-07-08T20:00:00Z,2019-07-09,6,1113
Melbourne Convention Exhibition Centre,2019-07-08T20:00:00Z,2019-07-09,6,NA
QV Market-Elizabeth St (West),2019-07-08T20:00:00Z,2019-07-09,6,143
QV Market-Peel St,2019-07-08T20:00:00Z,2019-07-09,6,41
The Arts Centre,2019-07-08T20:00:00Z,2019-07-09,6,829
St Kilda Rd-Alexandra Gardens,2019-07-08T20:00:00Z,2019-07-09,6,104
Lonsdale St (South),2019-07-08T20:00:00Z,2019-07-09,6,101
Lygon St (West),2019-07-08T20:00:00Z,2019-07-09,6,47
City Square,2019-07-08T20:00:00Z,2019-07-09,6,NA
Flinders St-Spring St (West),2019-07-08T20:00:00Z,2019-07-09,6,109
Flinders St-Spark La,2019-07-08T20:00:00Z,2019-07-09,6,97
Southbank,2019-07-08T20:00:00Z,2019-07-09,6,616
Queen St (West),2019-07-08T20:00:00Z,2019-07-09,6,84
Lygon St (East),2019-07-08T20:00:00Z,2019-07-09,6,10
Flinders St-Swanston St (West),2019-07-08T20:00:00Z,2019-07-09,6,383
Alfred Place,2019-07-08T20:00:00Z,2019-07-09,6,121
Lonsdale St-Spring St (West),2019-07-08T20:00:00Z,2019-07-09,6,115
Grattan St-Swanston St (West),2019-07-08T20:00:00Z,2019-07-09,6,55
Monash Rd-Swanston St (West),2019-07-08T20:00:00Z,2019-07-09,6,34
Tin Alley-Swanston St (West),2019-07-08T20:00:00Z,2019-07-09,6,25
Bourke Street Mall (North),2019-07-08T21:00:00Z,2019-07-09,7,282
Bourke Street Mall (South),2019-07-08T21:00:00Z,2019-07-09,7,290
Melbourne Central,2019-07-08T21:00:00Z,2019-07-09,7,324
Town Hall (West),2019-07-08T21:00:00Z,2019-07-09,7,587
Princes Bridge,2019-07-08T21:00:00Z,2019-07-09,7,1739
Flinders Street Station Underpass,2019-07-08T21:00:00Z,2019-07-09,7,1690
Birrarung Marr,2019-07-08T21:00:00Z,2019-07-09,7,418
Webb Bridge,2019-07-08T21:00:00Z,2019-07-09,7,348
Southern Cross Station,2019-07-08T21:00:00Z,2019-07-09,7,2044
Victoria Point,2019-07-08T21:00:00Z,2019-07-09,7,321
Waterfront City,2019-07-08T21:00:00Z,2019-07-09,7,56
New Quay,2019-07-08T21:00:00Z,2019-07-09,7,175
Flagstaff Station,2019-07-08T21:00:00Z,2019-07-09,7,NA
Sandridge Bridge,2019-07-08T21:00:00Z,2019-07-09,7,639
State Library,2019-07-08T21:00:00Z,2019-07-09,7,250
Collins St (North),2019-07-08T21:00:00Z,2019-07-09,7,510
Collins Place (South),2019-07-08T21:00:00Z,2019-07-09,7,731
Collins Place (North),2019-07-08T21:00:00Z,2019-07-09,7,612
Chinatown-Swanston St (North),2019-07-08T21:00:00Z,2019-07-09,7,98
Chinatown-Lt Bourke St (South),2019-07-08T21:00:00Z,2019-07-09,7,87
Bourke St-Russell St (West),2019-07-08T21:00:00Z,2019-07-09,7,237
Flinders St-Elizabeth St (East),2019-07-08T21:00:00Z,2019-07-09,7,1573
Spencer St-Collins St (South),2019-07-08T21:00:00Z,2019-07-09,7,729
Spencer St-Collins St (North),2019-07-08T21:00:00Z,2019-07-09,7,2272
Melbourne Convention Exhibition Centre,2019-07-08T21:00:00Z,2019-07-09,7,NA
QV Market-Elizabeth St (West),2019-07-08T21:00:00Z,2019-07-09,7,285
QV Market-Peel St,2019-07-08T21:00:00Z,2019-07-09,7,88
The Arts Centre,2019-07-08T21:00:00Z,2019-07-09,7,2057
St Kilda Rd-Alexandra Gardens,2019-07-08T21:00:00Z,2019-07-09,7,176
Lonsdale St (South),2019-07-08T21:00:00Z,2019-07-09,7,157
Lygon St (West),2019-07-08T21:00:00Z,2019-07-09,7,82
City Square,2019-07-08T21:00:00Z,2019-07-09,7,NA
Flinders St-Spring St (West),2019-07-08T21:00:00Z,2019-07-09,7,266
Flinders St-Spark La,2019-07-08T21:00:00Z,2019-07-09,7,220
Southbank,2019-07-08T21:00:00Z,2019-07-09,7,994
Queen St (West),2019-07-08T21:00:00Z,2019-07-09,7,257
Lygon St (East),2019-07-08T21:00:00Z,2019-07-09,7,44
Flinders St-Swanston St (West),2019-07-08T21:00:00Z,2019-07-09,7,1186
Alfred Place,2019-07-08T21:00:00Z,2019-07-09,7,398
Lonsdale St-Spring St (West),2019-07-08T21:00:00Z,2019-07-09,7,314
Grattan St-Swanston St (West),2019-07-08T21:00:00Z,2019-07-09,7,104
Monash Rd-Swanston St (West),2019-07-08T21:00:00Z,2019-07-09,7,71
Tin Alley-Swanston St (West),2019-07-08T21:00:00Z,2019-07-09,7,51
Bourke Street Mall (North),2019-07-08T22:00:00Z,2019-07-09,8,737
Bourke Street Mall (South),2019-07-08T22:00:00Z,2019-07-09,8,607
Melbourne Central,2019-07-08T22:00:00Z,2019-07-09,8,593
Town Hall (West),2019-07-08T22:00:00Z,2019-07-09,8,1145
Princes Bridge,2019-07-08T22:00:00Z,2019-07-09,8,2920
Flinders Street Station Underpass,2019-07-08T22:00:00Z,2019-07-09,8,3708
Birrarung Marr,2019-07-08T22:00:00Z,2019-07-09,8,618
Webb Bridge,2019-07-08T22:00:00Z,2019-07-09,8,549
Southern Cross Station,2019-07-08T22:00:00Z,2019-07-09,8,4014
Victoria Point,2019-07-08T22:00:00Z,2019-07-09,8,610
Waterfront City,2019-07-08T22:00:00Z,2019-07-09,8,81
New Quay,2019-07-08T22:00:00Z,2019-07-09,8,360
Flagstaff Station,2019-07-08T22:00:00Z,2019-07-09,8,NA
Sandridge Bridge,2019-07-08T22:00:00Z,2019-07-09,8,1355
State Library,2019-07-08T22:00:00Z,2019-07-09,8,615
Collins St (North),2019-07-08T22:00:00Z,2019-07-09,8,948
Collins Place (South),2019-07-08T22:00:00Z,2019-07-09,8,1830
Collins Place (North),2019-07-08T22:00:00Z,2019-07-09,8,1416
Chinatown-Swanston St (North),2019-07-08T22:00:00Z,2019-07-09,8,311
Chinatown-Lt Bourke St (South),2019-07-08T22:00:00Z,2019-07-09,8,201
Bourke St-Russell St (West),2019-07-08T22:00:00Z,2019-07-09,8,346
Flinders St-Elizabeth St (East),2019-07-08T22:00:00Z,2019-07-09,8,2647
Spencer St-Collins St (South),2019-07-08T22:00:00Z,2019-07-09,8,1435
Spencer St-Collins St (North),2019-07-08T22:00:00Z,2019-07-09,8,4171
Melbourne Convention Exhibition Centre,2019-07-08T22:00:00Z,2019-07-09,8,NA
QV Market-Elizabeth St (West),2019-07-08T22:00:00Z,2019-07-09,8,660
QV Market-Peel St,2019-07-08T22:00:00Z,2019-07-09,8,201
The Arts Centre,2019-07-08T22:00:00Z,2019-07-09,8,2981
St Kilda Rd-Alexandra Gardens,2019-07-08T22:00:00Z,2019-07-09,8,382
Lonsdale St (South),2019-07-08T22:00:00Z,2019-07-09,8,373
Lygon St (West),2019-07-08T22:00:00Z,2019-07-09,8,140
City Square,2019-07-08T22:00:00Z,2019-07-09,8,NA
Flinders St-Spring St (West),2019-07-08T22:00:00Z,2019-07-09,8,532
Flinders St-Spark La,2019-07-08T22:00:00Z,2019-07-09,8,365
Southbank,2019-07-08T22:00:00Z,2019-07-09,8,1988
Queen St (West),2019-07-08T22:00:00Z,2019-07-09,8,709
Lygon St (East),2019-07-08T22:00:00Z,2019-07-09,8,91
Flinders St-Swanston St (West),2019-07-08T22:00:00Z,2019-07-09,8,2352
Alfred Place,2019-07-08T22:00:00Z,2019-07-09,8,812
Lonsdale St-Spring St (West),2019-07-08T22:00:00Z,2019-07-09,8,780
Grattan St-Swanston St (West),2019-07-08T22:00:00Z,2019-07-09,8,240
Monash Rd-Swanston St (West),2019-07-08T22:00:00Z,2019-07-09,8,289
Tin Alley-Swanston St (West),2019-07-08T22:00:00Z,2019-07-09,8,138
Bourke Street Mall (North),2019-07-08T23:00:00Z,2019-07-09,9,793
Bourke Street Mall (South),2019-07-08T23:00:00Z,2019-07-09,9,683
Melbourne Central,2019-07-08T23:00:00Z,2019-07-09,9,640
Town Hall (West),2019-07-08T23:00:00Z,2019-07-09,9,1197
Princes Bridge,2019-07-08T23:00:00Z,2019-07-09,9,2510
Flinders Street Station Underpass,2019-07-08T23:00:00Z,2019-07-09,9,2143
Birrarung Marr,2019-07-08T23:00:00Z,2019-07-09,9,225
Webb Bridge,2019-07-08T23:00:00Z,2019-07-09,9,275
Southern Cross Station,2019-07-08T23:00:00Z,2019-07-09,9,2433
Victoria Point,2019-07-08T23:00:00Z,2019-07-09,9,516
Waterfront City,2019-07-08T23:00:00Z,2019-07-09,9,41
New Quay,2019-07-08T23:00:00Z,2019-07-09,9,242
Flagstaff Station,2019-07-08T23:00:00Z,2019-07-09,9,NA
Sandridge Bridge,2019-07-08T23:00:00Z,2019-07-09,9,684
State Library,2019-07-08T23:00:00Z,2019-07-09,9,497
Collins St (North),2019-07-08T23:00:00Z,2019-07-09,9,1007
Collins Place (South),2019-07-08T23:00:00Z,2019-07-09,9,1244
Collins Place (North),2019-07-08T23:00:00Z,2019-07-09,9,762
Chinatown-Swanston St (North),2019-07-08T23:00:00Z,2019-07-09,9,218
Chinatown-Lt Bourke St (South),2019-07-08T23:00:00Z,2019-07-09,9,194
Bourke St-Russell St (West),2019-07-08T23:00:00Z,2019-07-09,9,337
Flinders St-Elizabeth St (East),2019-07-08T23:00:00Z,2019-07-09,9,2087
Spencer St-Collins St (South),2019-07-08T23:00:00Z,2019-07-09,9,890
Spencer St-Collins St (North),2019-07-08T23:00:00Z,2019-07-09,9,2861
Melbourne Convention Exhibition Centre,2019-07-08T23:00:00Z,2019-07-09,9,NA
QV Market-Elizabeth St (West),2019-07-08T23:00:00Z,2019-07-09,9,735
QV Market-Peel St,2019-07-08T23:00:00Z,2019-07-09,9,168
The Arts Centre,2019-07-08T23:00:00Z,2019-07-09,9,2563
St Kilda Rd-Alexandra Gardens,2019-07-08T23:00:00Z,2019-07-09,9,255
Lonsdale St (South),2019-07-08T23:00:00Z,2019-07-09,9,278
Lygon St (West),2019-07-08T23:00:00Z,2019-07-09,9,158
City Square,2019-07-08T23:00:00Z,2019-07-09,9,NA
Flinders St-Spring St (West),2019-07-08T23:00:00Z,2019-07-09,9,378
Flinders St-Spark La,2019-07-08T23:00:00Z,2019-07-09,9,286
Southbank,2019-07-08T23:00:00Z,2019-07-09,9,1122
Queen St (West),2019-07-08T23:00:00Z,2019-07-09,9,578
Lygon St (East),2019-07-08T23:00:00Z,2019-07-09,9,101
Flinders St-Swanston St (West),2019-07-08T23:00:00Z,2019-07-09,9,1657
Alfred Place,2019-07-08T23:00:00Z,2019-07-09,9,745
Lonsdale St-Spring St (West),2019-07-08T23:00:00Z,2019-07-09,9,592
Grattan St-Swanston St (West),2019-07-08T23:00:00Z,2019-07-09,9,308
Monash Rd-Swanston St (West),2019-07-08T23:00:00Z,2019-07-09,9,407
Tin Alley-Swanston St (West),2019-07-08T23:00:00Z,2019-07-09,9,216
Bourke Street Mall (North),2019-07-09T00:00:00Z,2019-07-09,10,1206
Bourke Street Mall (South),2019-07-09T00:00:00Z,2019-07-09,10,1085
Melbourne Central,2019-07-09T00:00:00Z,2019-07-09,10,798
Town Hall (West),2019-07-09T00:00:00Z,2019-07-09,10,1525
Princes Bridge,2019-07-09T00:00:00Z,2019-07-09,10,2076
Flinders Street Station Underpass,2019-07-09T00:00:00Z,2019-07-09,10,1189
Birrarung Marr,2019-07-09T00:00:00Z,2019-07-09,10,210
Webb Bridge,2019-07-09T00:00:00Z,2019-07-09,10,194
Southern Cross Station,2019-07-09T00:00:00Z,2019-07-09,10,824
Victoria Point,2019-07-09T00:00:00Z,2019-07-09,10,364
Waterfront City,2019-07-09T00:00:00Z,2019-07-09,10,39
New Quay,2019-07-09T00:00:00Z,2019-07-09,10,213
Flagstaff Station,2019-07-09T00:00:00Z,2019-07-09,10,NA
Sandridge Bridge,2019-07-09T00:00:00Z,2019-07-09,10,498
State Library,2019-07-09T00:00:00Z,2019-07-09,10,631
Collins St (North),2019-07-09T00:00:00Z,2019-07-09,10,1180
Collins Place (South),2019-07-09T00:00:00Z,2019-07-09,10,792
Collins Place (North),2019-07-09T00:00:00Z,2019-07-09,10,512
Chinatown-Swanston St (North),2019-07-09T00:00:00Z,2019-07-09,10,342
Chinatown-Lt Bourke St (South),2019-07-09T00:00:00Z,2019-07-09,10,278
Bourke St-Russell St (West),2019-07-09T00:00:00Z,2019-07-09,10,465
Flinders St-Elizabeth St (East),2019-07-09T00:00:00Z,2019-07-09,10,1962
Spencer St-Collins St (South),2019-07-09T00:00:00Z,2019-07-09,10,570
Spencer St-Collins St (North),2019-07-09T00:00:00Z,2019-07-09,10,1738
Melbourne Convention Exhibition Centre,2019-07-09T00:00:00Z,2019-07-09,10,NA
QV Market-Elizabeth St (West),2019-07-09T00:00:00Z,2019-07-09,10,904
QV Market-Peel St,2019-07-09T00:00:00Z,2019-07-09,10,159
The Arts Centre,2019-07-09T00:00:00Z,2019-07-09,10,1969
St Kilda Rd-Alexandra Gardens,2019-07-09T00:00:00Z,2019-07-09,10,318
Lonsdale St (South),2019-07-09T00:00:00Z,2019-07-09,10,299
Lygon St (West),2019-07-09T00:00:00Z,2019-07-09,10,130
City Square,2019-07-09T00:00:00Z,2019-07-09,10,NA
Flinders St-Spring St (West),2019-07-09T00:00:00Z,2019-07-09,10,233
Flinders St-Spark La,2019-07-09T00:00:00Z,2019-07-09,10,225
Southbank,2019-07-09T00:00:00Z,2019-07-09,10,1025
Queen St (West),2019-07-09T00:00:00Z,2019-07-09,10,543
Lygon St (East),2019-07-09T00:00:00Z,2019-07-09,10,112
Flinders St-Swanston St (West),2019-07-09T00:00:00Z,2019-07-09,10,1136
Alfred Place,2019-07-09T00:00:00Z,2019-07-09,10,528
Lonsdale St-Spring St (West),2019-07-09T00:00:00Z,2019-07-09,10,516
Grattan St-Swanston St (West),2019-07-09T00:00:00Z,2019-07-09,10,230
Monash Rd-Swanston St (West),2019-07-09T00:00:00Z,2019-07-09,10,211
Tin Alley-Swanston St (West),2019-07-09T00:00:00Z,2019-07-09,10,152
Bourke Street Mall (North),2019-07-09T01:00:00Z,2019-07-09,11,1884
Bourke Street Mall (South),2019-07-09T01:00:00Z,2019-07-09,11,1737
Melbourne Central,2019-07-09T01:00:00Z,2019-07-09,11,1322
Town Hall (West),2019-07-09T01:00:00Z,2019-07-09,11,2523
Princes Bridge,2019-07-09T01:00:00Z,2019-07-09,11,2597
Flinders Street Station Underpass,2019-07-09T01:00:00Z,2019-07-09,11,1358
Birrarung Marr,2019-07-09T01:00:00Z,2019-07-09,11,313
Webb Bridge,2019-07-09T01:00:00Z,2019-07-09,11,233
Southern Cross Station,2019-07-09T01:00:00Z,2019-07-09,11,746
Victoria Point,2019-07-09T01:00:00Z,2019-07-09,11,352
Waterfront City,2019-07-09T01:00:00Z,2019-07-09,11,62
New Quay,2019-07-09T01:00:00Z,2019-07-09,11,254
Flagstaff Station,2019-07-09T01:00:00Z,2019-07-09,11,NA
Sandridge Bridge,2019-07-09T01:00:00Z,2019-07-09,11,504
State Library,2019-07-09T01:00:00Z,2019-07-09,11,863
Collins St (North),2019-07-09T01:00:00Z,2019-07-09,11,1527
Collins Place (South),2019-07-09T01:00:00Z,2019-07-09,11,797
Collins Place (North),2019-07-09T01:00:00Z,2019-07-09,11,476
Chinatown-Swanston St (North),2019-07-09T01:00:00Z,2019-07-09,11,527
Chinatown-Lt Bourke St (South),2019-07-09T01:00:00Z,2019-07-09,11,408
Bourke St-Russell St (West),2019-07-09T01:00:00Z,2019-07-09,11,731
Flinders St-Elizabeth St (East),2019-07-09T01:00:00Z,2019-07-09,11,2329
Spencer St-Collins St (South),2019-07-09T01:00:00Z,2019-07-09,11,568
Spencer St-Collins St (North),2019-07-09T01:00:00Z,2019-07-09,11,1704
Melbourne Convention Exhibition Centre,2019-07-09T01:00:00Z,2019-07-09,11,NA
QV Market-Elizabeth St (West),2019-07-09T01:00:00Z,2019-07-09,11,1207
QV Market-Peel St,2019-07-09T01:00:00Z,2019-07-09,11,257
The Arts Centre,2019-07-09T01:00:00Z,2019-07-09,11,2590
St Kilda Rd-Alexandra Gardens,2019-07-09T01:00:00Z,2019-07-09,11,566
Lonsdale St (South),2019-07-09T01:00:00Z,2019-07-09,11,310
Lygon St (West),2019-07-09T01:00:00Z,2019-07-09,11,223
City Square,2019-07-09T01:00:00Z,2019-07-09,11,NA
Flinders St-Spring St (West),2019-07-09T01:00:00Z,2019-07-09,11,233
Flinders St-Spark La,2019-07-09T01:00:00Z,2019-07-09,11,216
Southbank,2019-07-09T01:00:00Z,2019-07-09,11,1251
Queen St (West),2019-07-09T01:00:00Z,2019-07-09,11,459
Lygon St (East),2019-07-09T01:00:00Z,2019-07-09,11,168
Flinders St-Swanston St (West),2019-07-09T01:00:00Z,2019-07-09,11,1234
Alfred Place,2019-07-09T01:00:00Z,2019-07-09,11,558
Lonsdale St-Spring St (West),2019-07-09T01:00:00Z,2019-07-09,11,539
Grattan St-Swanston St (West),2019-07-09T01:00:00Z,2019-07-09,11,254
Monash Rd-Swanston St (West),2019-07-09T01:00:00Z,2019-07-09,11,178
Tin Alley-Swanston St (West),2019-07-09T01:00:00Z,2019-07-09,11,116
Bourke Street Mall (North),2019-07-09T02:00:00Z,2019-07-09,12,3079
Bourke Street Mall (South),2019-07-09T02:00:00Z,2019-07-09,12,3016
Melbourne Central,2019-07-09T02:00:00Z,2019-07-09,12,2157
Town Hall (West),2019-07-09T02:00:00Z,2019-07-09,12,3550
Princes Bridge,2019-07-09T02:00:00Z,2019-07-09,12,3143
Flinders Street Station Underpass,2019-07-09T02:00:00Z,2019-07-09,12,2231
Birrarung Marr,2019-07-09T02:00:00Z,2019-07-09,12,442
Webb Bridge,2019-07-09T02:00:00Z,2019-07-09,12,660
Southern Cross Station,2019-07-09T02:00:00Z,2019-07-09,12,1498
Victoria Point,2019-07-09T02:00:00Z,2019-07-09,12,524
Waterfront City,2019-07-09T02:00:00Z,2019-07-09,12,127
New Quay,2019-07-09T02:00:00Z,2019-07-09,12,459
Flagstaff Station,2019-07-09T02:00:00Z,2019-07-09,12,NA
Sandridge Bridge,2019-07-09T02:00:00Z,2019-07-09,12,677
State Library,2019-07-09T02:00:00Z,2019-07-09,12,1358
Collins St (North),2019-07-09T02:00:00Z,2019-07-09,12,2262
Collins Place (South),2019-07-09T02:00:00Z,2019-07-09,12,1456
Collins Place (North),2019-07-09T02:00:00Z,2019-07-09,12,630
Chinatown-Swanston St (North),2019-07-09T02:00:00Z,2019-07-09,12,1019
Chinatown-Lt Bourke St (South),2019-07-09T02:00:00Z,2019-07-09,12,780
Bourke St-Russell St (West),2019-07-09T02:00:00Z,2019-07-09,12,1471
Flinders St-Elizabeth St (East),2019-07-09T02:00:00Z,2019-07-09,12,3222
Spencer St-Collins St (South),2019-07-09T02:00:00Z,2019-07-09,12,1019
Spencer St-Collins St (North),2019-07-09T02:00:00Z,2019-07-09,12,2457
Melbourne Convention Exhibition Centre,2019-07-09T02:00:00Z,2019-07-09,12,NA
QV Market-Elizabeth St (West),2019-07-09T02:00:00Z,2019-07-09,12,2011
QV Market-Peel St,2019-07-09T02:00:00Z,2019-07-09,12,316
The Arts Centre,2019-07-09T02:00:00Z,2019-07-09,12,2759
St Kilda Rd-Alexandra Gardens,2019-07-09T02:00:00Z,2019-07-09,12,679
Lonsdale St (South),2019-07-09T02:00:00Z,2019-07-09,12,282
Lygon St (West),2019-07-09T02:00:00Z,2019-07-09,12,282
City Square,2019-07-09T02:00:00Z,2019-07-09,12,NA
Flinders St-Spring St (West),2019-07-09T02:00:00Z,2019-07-09,12,381
Flinders St-Spark La,2019-07-09T02:00:00Z,2019-07-09,12,457
Southbank,2019-07-09T02:00:00Z,2019-07-09,12,2360
Queen St (West),2019-07-09T02:00:00Z,2019-07-09,12,1014
Lygon St (East),2019-07-09T02:00:00Z,2019-07-09,12,294
Flinders St-Swanston St (West),2019-07-09T02:00:00Z,2019-07-09,12,1821
Alfred Place,2019-07-09T02:00:00Z,2019-07-09,12,1265
Lonsdale St-Spring St (West),2019-07-09T02:00:00Z,2019-07-09,12,957
Grattan St-Swanston St (West),2019-07-09T02:00:00Z,2019-07-09,12,530
Monash Rd-Swanston St (West),2019-07-09T02:00:00Z,2019-07-09,12,299
Tin Alley-Swanston St (West),2019-07-09T02:00:00Z,2019-07-09,12,145
Bourke Street Mall (North),2019-07-09T03:00:00Z,2019-07-09,13,3241
Bourke Street Mall (South),2019-07-09T03:00:00Z,2019-07-09,13,3321
Melbourne Central,2019-07-09T03:00:00Z,2019-07-09,13,2489
Town Hall (West),2019-07-09T03:00:00Z,2019-07-09,13,3765
Princes Bridge,2019-07-09T03:00:00Z,2019-07-09,13,3159
Flinders Street Station Underpass,2019-07-09T03:00:00Z,2019-07-09,13,2121
Birrarung Marr,2019-07-09T03:00:00Z,2019-07-09,13,347
Webb Bridge,2019-07-09T03:00:00Z,2019-07-09,13,513
Southern Cross Station,2019-07-09T03:00:00Z,2019-07-09,13,1294
Victoria Point,2019-07-09T03:00:00Z,2019-07-09,13,509
Waterfront City,2019-07-09T03:00:00Z,2019-07-09,13,123
New Quay,2019-07-09T03:00:00Z,2019-07-09,13,542
Flagstaff Station,2019-07-09T03:00:00Z,2019-07-09,13,NA
Sandridge Bridge,2019-07-09T03:00:00Z,2019-07-09,13,628
State Library,2019-07-09T03:00:00Z,2019-07-09,13,1608
Collins St (North),2019-07-09T03:00:00Z,2019-07-09,13,2451
Collins Place (South),2019-07-09T03:00:00Z,2019-07-09,13,1604
Collins Place (North),2019-07-09T03:00:00Z,2019-07-09,13,660
Chinatown-Swanston St (North),2019-07-09T03:00:00Z,2019-07-09,13,1117
Chinatown-Lt Bourke St (South),2019-07-09T03:00:00Z,2019-07-09,13,879
Bourke St-Russell St (West),2019-07-09T03:00:00Z,2019-07-09,13,1403
Flinders St-Elizabeth St (East),2019-07-09T03:00:00Z,2019-07-09,13,3598
Spencer St-Collins St (South),2019-07-09T03:00:00Z,2019-07-09,13,991
Spencer St-Collins St (North),2019-07-09T03:00:00Z,2019-07-09,13,2366
Melbourne Convention Exhibition Centre,2019-07-09T03:00:00Z,2019-07-09,13,NA
QV Market-Elizabeth St (West),2019-07-09T03:00:00Z,2019-07-09,13,2278
QV Market-Peel St,2019-07-09T03:00:00Z,2019-07-09,13,312
The Arts Centre,2019-07-09T03:00:00Z,2019-07-09,13,2818
St Kilda Rd-Alexandra Gardens,2019-07-09T03:00:00Z,2019-07-09,13,769
Lonsdale St (South),2019-07-09T03:00:00Z,2019-07-09,13,1029
Lygon St (West),2019-07-09T03:00:00Z,2019-07-09,13,341
City Square,2019-07-09T03:00:00Z,2019-07-09,13,NA
Flinders St-Spring St (West),2019-07-09T03:00:00Z,2019-07-09,13,393
Flinders St-Spark La,2019-07-09T03:00:00Z,2019-07-09,13,429
Southbank,2019-07-09T03:00:00Z,2019-07-09,13,2401
Queen St (West),2019-07-09T03:00:00Z,2019-07-09,13,899
