name,SCHOOLID,ST03Q01,ST03Q02,ST04Q01,ST08Q01,ST09Q01,ST115Q01,ST11Q01,ST11Q02,ST11Q03,ST11Q04,ST11Q05,ST11Q06,ST13Q01,ST17Q01,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST28Q01,ST85Q01,ST85Q02,IC05Q01,IC06Q01,IC07Q01,IC08Q03,IC08Q04,IC08Q05,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV1MACC,PV2MACC,PV3MACC,PV4MACC,PV5MACC,PV1MACQ,PV2MACQ,PV3MACQ,PV4MACQ,PV5MACQ,PV1MACS,PV2MACS,PV3MACS,PV4MACS,PV5MACS,PV1MACU,PV2MACU,PV3MACU,PV4MACU,PV5MACU,PV1MAPE,PV2MAPE,PV3MAPE,PV4MAPE,PV5MAPE,PV1MAPF,PV2MAPF,PV3MAPF,PV4MAPF,PV5MAPF,PV1MAPI,PV2MAPI,PV3MAPI,PV4MAPI,PV5MAPI,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE
Australia,0000344,06,1996,Male,None,None,1,Yes,Yes,No,No,No,No,<ISCED level 2>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Two,More than 500 books,Agree,Agree,02,06,06,Almost every day,Every day,Every day,536.8515,525.1675,582.8088,561.7775,527.5043,577.3563,532.9568,521.2728,585.9246,484.6627,588.2614,532.1779,500.2415,595.2718,494.7889,587.4825,521.2728,544.6409,584.3667,489.3363,549.3145,537.6305,525.9464,606.9559,513.4834,602.2823,606.177,571.1248,572.6827,589.0403,588.2614,576.5773,564.8933,513.4834,614.7453,537.6305,534.5147,521.2728,529.8411,588.2614,432.9519,438.5655,471.4453,457.0102,388.8449,481.574,509.5487,528.1984,513.2786,489.0339
Australia,0000170,01,1997,Male,Three or four times,Five or more times,3,Yes,Yes,No,Yes,Yes,No,<ISCED level 3A>,NA,Three or more,Three or more,Three or more,Three or more,Three or more,0-10 books,Strongly agree,Strongly agree,01,07,07,Never or hardly ever,Never or hardly ever,Every day,304.0271,300.9114,271.3117,303.2482,259.6277,198.8705,347.6476,316.4901,321.9427,220.6808,190.3022,312.5954,281.4379,266.6381,201.9863,237.8174,356.2159,325.8374,292.343,265.8592,221.4597,311.0375,290.7852,300.1324,210.5546,279.88,236.2595,279.1011,328.9531,212.8914,321.1637,288.4484,304.806,359.3317,239.3753,335.1846,311.8165,309.4797,356.2159,252.6172,313.5423,357.6492,281.4645,356.8473,267.8314,328.646,413.5024,321.1861,399.5151,298.8064
Australia,0000067,03,1997,Female,One or two times,Five or more times,2,No,Yes,No,No,No,No,NA,NA,Two,Three or more,One,Three or more,One,201-500 books,NA,NA,03,04,04,Almost every day,Once or twice a month,Every day,401.628,418.7646,422.6593,397.7333,370.4705,447.5853,462.3851,399.2912,439.7959,373.5862,368.9126,381.3756,331.5236,359.5654,311.2712,372.8073,394.6175,341.6498,408.6384,311.2712,467.8377,488.869,424.9961,456.9325,439.017,359.5654,358.0075,398.5122,392.2807,380.5967,378.2599,391.5018,399.2912,417.9857,400.0701,432.7855,403.9648,442.1327,438.238,458.4904,447.28,447.28,414.7133,441.7198,470.315,491.2719,456.7699,442.7825,486.6095,505.2592
Australia,0000439,06,1996,Male,None,None,1,Yes,Yes,No,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Two,Two,26-100 books,NA,NA,03,05,05,Almost every day,Almost every day,Every day,528.0495,517.1444,527.2706,517.1444,525.7127,543.6283,523.3759,521.818,518.7023,505.4604,584.133,556.8702,580.2384,566.9964,557.6492,528.0495,503.1235,536.6179,468.0714,510.9129,505.4604,467.2924,497.671,463.3977,475.0818,553.7545,525.7127,538.9547,494.5552,482.8712,553.7545,506.2393,535.8389,458.7241,444.7032,588.8067,553.7545,565.4385,524.9338,498.4499,531.5911,551.6398,534.7989,538.8086,559.6592,536.8706,525.6807,545.263,521.9508,561.1153
Australia,0000328,03,1997,Male,None,None,3,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Three or more,Two,101-200 books,Agree,Agree,02,03,04,Once or twice a week,Never or hardly ever,Never or hardly ever,491.4395,470.4082,501.5657,556.0913,507.0182,573.2279,577.9015,576.3437,510.134,552.1966,510.134,507.0182,510.9129,472.745,505.4604,525.7127,496.1131,476.6397,454.0505,496.892,580.2384,538.9547,581.0173,517.1444,555.3124,543.6283,535.8389,528.0495,496.1131,524.1549,509.355,496.892,482.8712,449.3768,488.3237,613.7327,598.1539,605.1644,562.3228,585.6909,515.5522,471.4453,440.9713,563.6689,525.1756,520.0858,462.2715,471.5964,547.1279,480.9213
Australia,0000422,09,1996,Female,One or two times,None,1,Yes,Yes,Yes,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Two,11-25 books,Disagree,Disagree,03,04,01,Never or hardly ever,Never or hardly ever,Almost every day,399.9143,386.6724,373.4304,384.3356,434.9665,300.2103,334.4836,338.3783,377.3251,392.9039,358.6306,396.0196,413.1563,438.0823,430.2929,288.5263,365.6411,345.3887,399.9143,358.6306,356.2938,377.3251,396.7986,436.5244,424.0614,374.9883,356.2938,397.5775,356.2938,397.5775,378.883,309.5576,354.7359,309.5576,376.5462,399.9143,376.5462,404.5879,376.5462,379.6619,478.1786,463.0867,488.5047,444.0233,463.8811,440.7311,453.7859,420.2163,395.0392,477.0981
Australia,0000563,06,1996,Female,One or two times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,One,Three or more,Two,Two,201-500 books,NA,NA,06,05,06,Every day,Never or hardly ever,Every day,601.5033,638.8924,611.6295,580.472,612.4085,571.1248,547.7567,628.7662,591.3772,550.0935,601.5033,580.472,639.6713,619.4189,592.935,600.7244,585.1457,641.2292,622.5347,598.3876,581.251,568.009,620.1979,622.5347,585.1457,635.7766,596.8297,610.8506,655.25,630.324,618.64,606.9559,574.2405,636.5555,641.2292,615.5242,604.6191,598.3876,625.6504,649.7975,624.4906,639.5825,596.6897,566.5059,618.1361,604.0097,645.9717,613.3346,587.2249,636.6468
Australia,0000373,01,1997,Female,One or two times,One or two times,1,Yes,Yes,NA,Yes,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Two,Three or more,Two,11-25 books,Agree,Disagree,02,06,06,Never or hardly ever,Never or hardly ever,Every day,529.2958,495.0226,497.3594,523.0643,514.496,508.2645,520.7275,456.8547,463.0862,460.7493,517.6118,521.5065,481.0017,478.6649,457.6336,519.1697,515.275,485.6753,472.4334,442.8338,523.0643,521.5065,506.7067,519.9486,491.1279,454.5178,451.4021,462.3072,428.8129,469.3177,498.9173,472.4334,505.1488,493.4647,517.6118,563.5691,515.275,502.812,523.0643,572.1374,578.6589,519.8799,569.9215,549.2694,519.8799,591.8874,538.7355,564.8452,551.7904,545.263
Australia,0000430,02,1997,Female,None,None,1,Yes,NA,NA,NA,NA,NA,<ISCED level 3A>,<ISCED level 2>,Three or more,Three or more,One,Two,Two,101-200 books,Agree,Agree,03,04,06,Once or twice a week,Once or twice a month,Every day,469.3177,459.1915,516.0539,503.5909,486.4543,488.0122,457.6336,542.5378,446.7285,472.4334,490.349,449.8442,526.959,407.7816,456.0757,482.5596,430.3708,539.422,435.0444,466.9808,502.812,488.0122,525.4012,460.7493,469.3177,441.2759,481.0017,472.4334,471.6545,486.4543,468.5387,505.1488,483.3385,469.3177,516.8328,467.7598,502.033,456.0757,479.4438,482.5596,488.9018,476.1929,496.0506,492.8734,482.5473,522.8833,544.3305,517.2883,521.0183,537.8031
Australia,0000650,01,1997,Male,None,None,1,No,No,Yes,Yes,No,No,<ISCED level 3A>,NA,Three or more,Three or more,Three or more,Three or more,One,101-200 books,Agree,Agree,05,04,03,Almost every day,Once or twice a week,Every day,451.4021,424.9182,445.9495,407.0026,398.4343,475.5492,551.885,503.5909,463.8651,473.9913,385.9713,438.1601,380.5188,350.1402,371.1715,428.8129,498.1383,467.7598,407.7816,409.3395,407.0026,414.792,406.2237,368.0558,385.9713,400.7711,381.2977,405.4448,396.0975,439.718,374.2873,378.182,385.1924,397.6554,431.1497,435.0444,433.4865,437.3812,452.181,479.4438,319.3965,324.2081,309.7731,297.7439,357.0879,352.238,376.4827,345.7106,314.006,364.3603
Australia,0000296,09,1996,Female,Five or more times,Three or four times,1,Yes,Yes,Yes,Yes,No,No,<ISCED level 2>,<ISCED level 2>,Three or more,Three or more,Three or more,Three or more,Two,26-100 books,Strongly agree,Agree,04,04,04,Never or hardly ever,Never or hardly ever,Almost every day,506.5509,476.1723,488.6353,476.1723,508.8877,458.2567,448.9095,476.9512,454.3621,432.5518,475.3934,466.0461,508.1087,466.0461,469.1619,427.0992,407.6258,446.5727,418.5309,427.0992,523.6875,523.6875,561.8554,539.2662,525.2454,464.4882,462.9304,434.8886,430.215,463.7093,437.2254,484.7406,406.0679,373.3525,456.6989,593.7919,599.2444,593.7919,569.6448,594.5708,497.4009,494.2237,452.9196,494.2237,498.1952,532.4879,525.9605,498.9183,525.9605,553.0026
Australia,0000009,06,1996,Male,None,None,1,Yes,NA,NA,Yes,NA,NA,<ISCED level 2>,<ISCED level 2>,Three or more,Three or more,Three or more,One,One,26-100 books,Strongly agree,Strongly agree,03,04,07,Once or twice a week,Once or twice a week,Almost every day,529.5295,539.6557,498.372,561.466,546.6661,545.8872,549.7819,513.9508,546.6661,559.9081,564.5817,581.7183,513.9508,583.2762,603.5286,506.1614,526.4138,471.8881,524.8559,506.1614,537.3189,524.8559,488.2458,541.2136,558.3502,520.9612,534.9821,516.2876,513.9508,539.6557,462.5409,506.1614,476.5618,502.2667,513.9508,553.6766,556.0134,537.3189,520.9612,557.5713,539.6908,559.7394,556.5316,523.6519,571.7686,569.8806,585.7329,586.6654,540.9735,593.1928
Australia,0000417,12,1996,Male,None,None,1,Yes,Yes,Yes,No,Yes,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Three or more,Two,Two,Two,101-200 books,Agree,Agree,03,03,99,NA,NA,NA,649.7975,670.0499,611.6295,606.177,624.8715,629.5451,665.3762,573.4616,656.8079,606.9559,636.5555,670.0499,599.9455,653.6922,607.7348,593.714,596.8297,538.4094,593.714,581.251,627.9872,684.8497,627.2083,663.8184,617.861,546.9777,562.5565,560.9986,595.2718,610.8506,611.6295,637.3345,648.2396,654.4711,698.8705,633.4398,669.2709,626.4294,670.0499,695.7548,598.1526,615.7954,577.302,564.4709,567.6787,571.0929,643.8269,596.27,618.6498,568.2954
Australia,0000272,12,1996,Female,One or two times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Three or more,NA,Agree,Agree,03,05,06,Almost every day,Almost every day,Almost every day,514.5739,575.331,541.8367,537.942,539.4999,513.795,544.1735,558.1944,502.8899,543.3946,509.1214,524.7001,583.1204,517.6897,527.8159,530.9316,576.8889,603.3728,552.7419,537.942,528.5948,548.0682,586.2362,534.8263,547.2893,570.6574,561.3102,585.4572,549.6261,551.9629,564.4259,571.4364,625.1831,555.0787,541.0578,591.6887,586.2362,602.5939,544.1735,559.7523,490.967,583.9013,622.8225,529.0939,505.2646,523.909,603.1705,636.74,577.9933,556.5461
Australia,0000413,08,1996,Male,None,None,1,No,Yes,No,No,Yes,No,"<ISCED level 3B, 3C>",<ISCED level 2>,Three or more,Two,Two,Three or more,Two,26-100 books,NA,NA,04,04,04,Once or twice a week,Once or twice a week,Once or twice a week,488.0122,484.1175,495.0226,481.0017,481.7807,388.3081,486.4543,461.5283,438.1601,448.2863,426.4761,498.1383,484.1175,464.644,499.6962,453.7389,540.9799,529.2958,509.0435,512.1592,449.0653,460.7493,506.7067,484.8964,491.1279,522.2854,497.3594,516.8328,492.6858,486.4543,482.5596,470.8755,506.7067,451.4021,438.1601,457.6336,441.2759,491.9068,414.0131,459.1915,490.2108,475.7758,478.9835,480.5874,476.5777,456.6766,442.6893,462.2715,452.0142,403.5248
Australia,0000687,06,1996,Female,Three or four times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 2>,"<ISCED level 3B, 3C>",Three or more,Two,Two,Two,Two,201-500 books,Strongly agree,Strongly agree,05,03,05,Every day,Never or hardly ever,Almost every day,526.7253,517.3781,532.9568,532.9568,524.3885,532.9568,503.3572,582.8088,485.4417,505.694,524.3885,499.4625,567.2301,504.9151,527.5043,535.2937,514.2623,526.7253,504.1362,472.9787,505.694,467.5261,545.4198,481.547,508.0308,550.8724,508.0308,525.1675,526.7253,514.2623,528.2832,500.2415,511.9255,501.7993,498.6836,536.8515,525.9464,541.5252,527.5043,522.8307,500.5782,517.2587,495.018,554.5913,521.2302,588.1574,581.63,584.4275,639.4442,563.9127
Australia,0000508,01,1997,Male,None,Three or four times,1,Yes,Yes,Yes,NA,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Two,One,One,201-500 books,Agree,Disagree,04,05,06,Almost every day,Once or twice a month,Every day,516.5992,557.1039,518.936,530.62,525.9464,559.4407,559.4407,593.714,574.2405,564.8933,534.5147,534.5147,568.788,542.3041,555.546,471.4208,471.4208,469.8629,453.5052,484.6627,591.3772,591.3772,629.5451,611.6295,607.7348,522.0517,554.7671,490.1153,521.2728,540.7462,543.862,550.8724,486.2206,539.1883,553.9882,589.8193,606.9559,529.0622,618.64,592.1561,516.4344,576.5803,510.0188,557.3336,540.4927,561.8612,618.743,554.4013,616.878,597.2958
Australia,0000229,10,1996,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,97,97,NA,NA,NA,194.898,221.3818,319.528,247.8657,262.6655,241.6342,261.8866,243.971,321.8648,258.7708,192.5611,226.0555,200.3505,288.3705,221.3818,317.9701,325.7595,320.3069,387.2955,336.6646,232.287,270.4549,226.8344,303.1703,265.7813,265.0023,229.1712,285.2547,337.4435,307.8439,250.2025,206.582,284.4758,319.528,334.3278,297.7177,251.7604,268.897,345.2329,335.1067,201.1233,255.9307,309.1494,230.5127,295.6462,198.3775,231.947,334.5207,256.1917,325.1958
Australia,0000693,09,1996,Male,None,None,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Two,Three or more,Three or more,26-100 books,NA,NA,02,02,02,Almost every day,Never or hardly ever,Almost every day,551.1061,565.9059,519.1697,548.7693,555.7797,549.5482,607.1896,618.8737,628.2209,629.7788,447.5074,512.9382,520.7275,532.4116,542.5378,520.7275,558.8955,615.7579,598.6213,585.3793,476.3281,511.3803,530.0748,549.5482,530.8537,589.274,495.8015,540.9799,566.6848,500.4752,612.6422,502.812,555.7797,569.8006,503.5909,579.1478,494.2437,526.959,549.5482,496.5805,563.1878,551.9605,505.4477,545.545,562.3858,590.9549,618.9295,563.9127,567.6427,607.7396
Australia,0000548,04,1997,Male,One or two times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Three or more,Three or more,Two,One,201-500 books,NA,NA,05,05,05,Never or hardly ever,Never or hardly ever,Almost every day,600.1013,612.5643,567.3859,609.4485,551.8071,586.8593,599.3223,621.9115,625.0273,625.8062,551.8071,538.5652,569.7227,572.8384,582.9646,550.2493,529.2179,570.5016,591.5329,603.217,529.2179,592.3119,606.3328,593.8698,601.6591,589.1961,586.8593,605.5538,546.3546,533.8916,655.4058,641.385,647.6165,626.5851,621.9115,673.3214,660.0795,642.1639,617.2379,588.4172,597.2704,634.1599,611.7055,649.3969,628.5463,612.3088,596.4565,588.9966,621.6337,600.1865
Australia,0000362,05,1996,Female,One or two times,One or two times,2,No,No,No,No,No,Yes,<ISCED level 2>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,One,26-100 books,Agree,Agree,04,07,07,Every day,Every day,Every day,560.9986,602.2823,572.6827,617.0821,620.1979,583.5878,577.3563,564.1143,564.1143,530.62,634.9977,638.8924,616.3032,620.9768,609.2927,582.0299,581.251,546.9777,586.7035,538.4094,602.2823,638.1134,621.7557,606.177,606.177,575.0195,558.6618,555.546,561.7775,561.7775,621.7557,596.8297,596.8297,622.5347,622.5347,630.324,587.4825,625.6504,653.6922,653.6922,582.3921,631.6394,547.4425,579.2149,553.797,537.6166,579.5785,511.5069,579.5785,570.2536
Australia,0000703,07,1996,Male,None,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Two,Two,Two,11-25 books,Agree,Agree,03,04,04,Once or twice a month,Once or twice a week,Almost every day,457.6336,486.4543,476.3281,452.181,432.7076,468.5387,364.94,432.7076,391.4239,412.4552,511.3803,401.5501,451.4021,405.4448,443.6127,555.7797,447.5074,528.5169,482.5596,509.8224,508.2645,438.9391,486.4543,459.9704,477.107,396.8765,447.5074,410.1184,456.0757,449.0653,417.1288,504.3698,456.0757,511.3803,529.2958,402.329,459.1915,436.6023,477.107,491.1279,383.5521,400.3929,434.8766,389.9676,373.9287,436.1619,470.6639,477.1913,452.0142,448.2842
Australia,0000677,06,1996,Male,One or two times,Three or four times,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Three or more,Two,More than 500 books,NA,NA,04,05,06,Never or hardly ever,Every day,Every day,590.2866,577.0447,573.15,588.7288,601.1918,591.8445,607.4233,599.6339,611.318,531.0874,615.2126,612.8758,630.0125,637.8018,584.0551,569.2553,580.9394,545.8872,577.8236,524.8559,613.6548,633.1282,615.2126,630.0125,591.8445,637.8018,587.9498,551.3398,563.0238,549.7819,626.1178,579.3815,524.077,566.9185,527.9716,675.9698,626.8967,611.318,640.1387,618.3284,669.6059,619.0833,646.3495,624.697,684.0409,661.2645,647.2771,638.8847,668.7244,695.7665
Australia,0000111,03,1997,Female,None,None,2,Yes,No,No,No,No,No,NA,<ISCED level 3A>,Two,Two,Three or more,None,One,More than 500 books,Agree,Agree,04,98,98,Once or twice a month,Every day,Every day,400.5375,460.5157,439.4843,409.1058,413.7794,390.4113,407.5479,392.7481,399.7585,404.4322,423.9056,448.8316,415.3373,430.1371,450.3895,380.2851,398.2007,381.064,379.5062,398.2007,363.1485,377.1693,368.601,383.4008,402.8743,370.9378,423.9056,382.6219,407.5479,380.2851,403.6532,475.3155,455.0631,476.0944,397.4217,400.5375,423.9056,421.5688,439.4843,388.0745,352.7571,349.5798,349.5798,362.2888,330.5164,440.5446,406.975,410.705,420.9623,427.4897
Australia,0000145,01,1997,Female,None,Three or four times,1,Yes,Yes,Yes,No,No,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Three or more,Two,Two,Two,11-25 books,Strongly agree,Strongly agree,03,05,06,Once or twice a week,Every day,Every day,443.8464,476.5618,472.6671,468.7724,464.8777,510.835,540.4346,481.2354,467.9935,468.7724,457.0883,486.688,439.9517,433.7202,420.4783,503.8246,494.4773,466.4356,447.7411,453.1936,475.7828,499.151,448.52,450.8568,446.1832,475.0039,494.4773,454.7515,472.6671,430.6045,481.2354,524.8559,462.5409,457.8673,430.6045,486.688,482.0143,433.7202,464.8777,421.2572,447.3594,478.3375,474.3659,479.1318,464.0399,475.6994,476.6319,486.8892,484.0918,481.2943
Australia,0000426,07,1996,Male,None,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Two,26-100 books,Strongly agree,Strongly agree,06,03,02,Almost every day,Once or twice a week,Once or twice a week,577.8236,636.244,615.9916,634.6861,609.7601,691.5485,658.8332,675.9698,646.3702,635.465,641.6965,609.7601,625.3388,612.0969,597.2971,629.2335,605.0865,605.8654,580.9394,577.0447,640.9176,613.6548,630.0125,605.0865,610.539,588.7288,660.391,632.3493,621.4442,637.8018,577.8236,667.4015,628.4546,605.0865,616.7705,594.9603,606.6443,605.8654,566.1396,591.8445,522.8499,643.9436,526.8597,617.4795,573.3725,528.8512,590.3954,546.5684,633.2898,568.9482
Australia,0000301,11,1996,Female,None,None,1,Yes,No,Yes,No,No,Yes,<ISCED level 1>,NA,Three or more,Three or more,One,One,One,11-25 books,NA,NA,04,07,07,Once or twice a month,Never or hardly ever,Every day,416.8173,420.7119,372.4178,322.5658,364.6284,366.1863,358.3969,320.229,320.229,329.5763,398.9017,425.3856,380.9861,377.8704,391.8913,404.3543,406.6911,340.4814,391.1123,384.1019,405.9121,429.2803,398.1228,379.4283,391.8913,349.0497,386.4387,328.7973,364.6284,377.0914,311.6607,389.5544,304.6503,335.8078,385.6598,386.4387,430.0592,378.6493,381.7651,416.8173,470.6327,507.9653,442.0375,424.5627,435.683,442.6893,479.0563,397.9299,376.4827,465.069
Australia,0000348,11,1996,Male,One or two times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 2>,<ISCED level 3A>,Three or more,Three or more,One,Two,One,NA,Strongly agree,Agree,02,05,07,Almost every day,Almost every day,Almost every day,351.5423,390.4892,341.4161,411.5205,356.2159,400.6154,402.9522,377.2472,413.0784,356.9949,315.7112,342.195,314.1533,360.8895,298.5745,448.9095,466.0461,420.0888,472.2776,412.2994,352.3212,369.4579,323.5005,395.1628,313.3744,357.7738,372.5736,347.6476,350.7634,361.6685,416.973,406.0679,378.0262,423.9835,404.51,358.5527,368.6789,339.0793,331.2899,372.5736,297.5034,329.5812,300.7111,391.3309,277.4547,316.5237,341.7009,297.8739,416.2999,285.7516
Australia,0000639,04,1997,Male,None,None,1,Yes,Yes,Yes,NA,NA,NA,<ISCED level 3A>,<ISCED level 3A>,Three or more,Two,Three or more,Three or more,Two,NA,Agree,Agree,03,02,02,Every day,Every day,Every day,535.761,575.4868,534.2031,573.929,544.3293,557.5713,545.1083,547.4451,545.1083,549.7819,546.6661,545.1083,536.54,551.3398,550.5608,509.2771,478.1196,506.1614,483.5722,474.225,583.2762,570.8132,576.2658,584.0551,572.3711,513.9508,541.2136,548.224,518.6244,552.1187,552.8976,574.7079,558.3502,538.0978,572.3711,591.8445,576.2658,609.7601,572.3711,562.2449,505.2071,551.72,561.3433,510.8208,500.3955,519.5263,549.3659,542.8385,551.2309,500.8765
Australia,0000186,07,1996,Female,None,None,1,Yes,Yes,Yes,Yes,No,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Two,Three or more,Two,Three or more,201-500 books,Agree,Agree,06,05,06,Almost every day,Never or hardly ever,Every day,589.8972,618.7179,582.8867,610.1496,660.7805,611.7074,632.7387,591.4551,659.22260000000006,613.2653,648.3175,688.8222,621.0547,690.3801,664.6752,568.0869,598.4655,566.5291,604.697,573.5395,610.9285,635.0756,593.7919,636.6334,622.6126,631.9598,617.16,571.9816,643.6439,639.7492,635.0756,620.2757,557.9607,628.0651,615.6021,675.5803,650.6543,600.0234,667.7909,669.3488,609.637,602.4882,608.8427,600.1052,605.6654,560.1828,583.495,587.2249,589.0899,585.3599
Australia,0000586,12,1996,Female,One or two times,None,1,Yes,NA,Yes,NA,NA,NA,<ISCED level 3A>,"<ISCED level 3B, 3C>",Two,Two,One,Two,One,11-25 books,Agree,Disagree,04,05,06,Never or hardly ever,Never or hardly ever,Every day,581.4068,511.3024,532.3337,481.7028,590.754,546.3546,561.1544,543.2388,558.0386,575.9542,498.0604,553.365,506.6288,527.66010000000006,543.2388,513.6392,522.9864,484.0396,518.3128,536.2284,505.0709,551.0282,547.9124,547.9124,537.7863,551.8071,539.3441,505.0709,568.9438,518.3128,557.2597,575.9542,501.1762,572.8384,489.4921,544.7967,586.8593,549.4703,603.217,542.4599,590.9707,511.5397,557.6096,574.2902,598.1195,575.9418,527.4524,526.52,561.022,570.3469
Australia,0000200,05,1996,Male,One or two times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 2>,<ISCED level 3A>,Three or more,Three or more,Three or more,One,Two,201-500 books,NA,NA,02,04,04,NA,NA,NA,473.7576,439.4843,495.5678,472.9787,451.1684,457.3999,438.7054,431.695,430.916,462.0735,597.6087,561.7775,550.8724,539.9673,582.8088,455.842,441.0422,435.5897,400.5375,473.7576,471.4208,454.2842,434.8107,423.1267,441.0422,539.9673,498.6836,516.5992,439.4843,445.7158,582.8088,535.2937,560.2197,458.9578,454.2842,525.9464,469.084,494.01,425.4635,428.5792,437.7636,378.4196,455.4064,417.7149,448.1888,444.2745,413.5024,468.5192,434.9496,463.8568
Australia,0000026,10,1996,Male,One or two times,None,1,Yes,Yes,No,Yes,No,No,<ISCED level 3A>,<ISCED level 2>,Three or more,Three or more,Two,Three or more,Two,26-100 books,Strongly agree,Strongly agree,04,04,02,Never or hardly ever,Almost every day,Almost every day,534.0474,528.5948,570.6574,550.405,576.8889,513.795,527.8159,507.5635,548.8472,603.3728,498.2162,482.6375,531.7105,545.7314,571.4364,529.3737,516.1318,511.4582,570.6574,618.9516,556.6365,572.9942,582.3415,617.3937,639.9829,585.4572,568.3206,572.9942,609.6043,519.2475,598.6992,604.1517,613.499,615.0569,539.4999,646.2144,589.3519,604.1517,631.4146,562.868,553.2437,483.4744,505.9289,505.1269,481.0686,591.9806,508.9892,547.2212,585.4532,534.1664
Australia,0000028,08,1996,Male,Three or four times,None,1,Yes,Yes,Yes,Yes,NA,Yes,NA,NA,Three or more,Three or more,One,Three or more,NA,26-100 books,Strongly agree,Strongly agree,03,04,04,Never or hardly ever,Never or hardly ever,Never or hardly ever,454.8294,460.282,449.3768,460.282,476.6397,480.5344,420.5562,469.6292,426.0087,447.819,507.0182,451.7137,496.892,462.6188,468.8503,433.0192,390.9565,459.503,419.7772,418.2193,517.9234,454.8294,510.9129,466.5135,496.892,467.2924,473.5239,447.819,450.1558,433.7981,478.9765,468.8503,474.3029,447.04,454.8294,441.5875,479.7554,433.0192,452.4926,427.5666,449.7927,462.6239,413.7052,421.7247,431.348,490.2462,528.4782,457.6091,499.5711,498.6386
Australia,0000514,05,1996,Male,None,None,1,Yes,Yes,Yes,Yes,Yes,Yes,<ISCED level 3A>,<ISCED level 3A>,Three or more,Three or more,Three or more,Three or more,Two,More than 500 books,Agree,Agree,07,01,07,Every day,Every day,Every day,576.5773,519.7149,584.3667,583.5878,513.4834,571.9037,570.3458,542.3041,596.8297,536.0726,525.9464,519.7149,489.3363,551.6513,510.3677,538.4094,547.7567,515.0413,585.1457,541.5252,496.3468,498.6836,479.9891,541.5252,488.5574,512.7045,525.9464,560.2197,493.231,532.9568,530.62,542.3041,564.1143,515.0413,581.251,488.5574,511.1466,532.1779,471.4208,540.7462,473.0491,476.2569,505.9289,530.7892,462.6239,552.4431,552.4431,573.8903,586.9452,521.671
Australia,0000689,06,1996,Female,None,None,1,Yes,Yes,NA,NA,NA,NA,<ISCED level 2>,<ISCED level 2>,Three or more,Two,One,Two,One,0-10 books,NA,NA,03,07,07,Once or twice a week,Every day,Every day,409.1058,395.8638,342.8961,320.3069,371.7168,398.2007,374.0536,379.5062,401.3164,412.2215,369.38,318.749,329.6542,345.2329,378.7272,346.0118,306.286,304.7282,329.6542,346.0118,380.2851,361.5906,370.9378,383.4008,397.4217,318.749,358.4748,373.2747,356.138,339.7803,299.2756,367.0432,395.0849,353.8012,337.4435,390.4113,413.7794,405.2111,384.9587,386.5166,413.9984,413.2041,413.2041,347.2763,369.517,350.1865,376.2962,331.5367,319.4144,333.4017
