state,schtype,yr,birthmonth,birthyr,gender,desk,room,computer,internet,solarpanels,tvs,cars,music_instr,books,birthcnt,mother_birthcnt,father_birthcnt,test_anxiety,ambitious,prefer_team,make_friends_easy,tardy,science_fun,breakfast,work_pay,sport,internet_use,install_software,outhours_study,math_time,read_time,science_time,belong,anxtest,motivat,language,home_edres,home_poss,wealth,stuweight,math,science,read
QLD,Ind,Y10,3,2000,male,1,1,1,1,0036002,NA,4,2,1,1,1,1,3,3,3,2,1,2,1,2,1,5,3,25,315,315,315,0.2947,0.7993,-0.8006,313,-0.9044,-0.0087,0.4612,27.49727,377.14480000000003,405.8795,396.6333
QLD,Ind,Y10,12,1999,male,2,1,1,1,0036002,3,2,1,3,2,2,2,2,3,3,2,3,3,1,2,2,5,3,NA,225,225,225,0.9357,-0.6871,0.4094,313,-0.1639,-0.2268,-0.3494,27.49727,519.6984,539.259,495.88449999999995
QLD,Ind,Y10,9,1999,male,1,1,1,1,0036001,4,4,4,5,1,1,1,1,3,4,3,1,1,2,2,1,4,4,NA,225,225,225,-1.1467,-0.3108,1.3961,313,1.1563,2.3836,1.8855,27.49727,538.5800000000002,591.5844999999999,584.3949
QLD,Ind,Y10,5,1999,female,1,1,1,1,0036002,2,2,4,4,1,2,1,2,3,4,1,1,4,1,2,1,5,2,18,180,225,225,2.5915,-0.5644,1.3961,313,1.1563,1.0206,0.1053,28.11183,572.378,648.4175,641.4678
QLD,Ind,Y10,8,1999,female,1,1,1,1,0036001,4,4,4,5,1,1,2,3,3,3,1,2,2,1,2,2,5,2,25,200,200,200,1.5043,0.0274,0.8101,313,1.1563,2.0254,1.3503,28.11183,625.7443999999999,649.3986,684.1350000000001
QLD,Ind,Y10,11,1999,female,1,1,1,1,0036002,4,3,4,4,2,2,2,1,4,3,1,1,2,1,2,1,5,2,NA,450,225,0,0.3791,-1.0167,1.8543,313,1.1563,1.6471,1.5397,28.11183,543.4449999999999,598.3642000000001,611.3282999999999
QLD,Ind,Y10,8,1999,female,1,1,1,1,0036002,4,4,2,5,1,1,2,3,4,3,2,1,2,1,2,1,4,3,NA,225,225,0,-0.1985,1.4394,1.8543,313,1.1563,1.3436,1.2638,28.11183,484.2942,517.7212999999999,523.4746000000001
QLD,Ind,Y10,7,1999,male,1,1,1,1,0036002,4,4,2,5,1,1,1,3,4,2,2,1,4,1,2,2,5,2,11,450,225,675,-0.3381,1.1311,1.8543,313,0.0321,1.5574,1.941,28.12554,644.4769,649.1379000000001,597.4196
QLD,Ind,Y10,7,1999,female,1,1,1,1,0036002,4,3,2,2,1,1,1,4,3,3,1,1,NaN,NaN,NaN,NaN,4,NaN,21,200,200,200,2.5915,2.5493,0.8101,313,1.1563,1.3602,1.1274,7.20398,433.4043,446.5652,443.50049999999993
QLD,Gov,Y10,3,2000,female,NA,1,1,1,0036002,4,4,3,4,1,1,1,4,3,4,2,1,3,1,1,1,NA,NA,13,210,210,210,-1.3809,1.8135,0.1218,313,0.161,0.8132,0.9969,27.49996,470.6112000000001,495.9397,502.6151
QLD,Gov,Y10,1,2000,female,1,1,1,1,0036001,4,4,3,4,1,1,1,2,2,3,3,2,3,1,2,1,4,1,8,210,210,210,-0.0153,-0.5306,-0.2803,313,0.0321,0.8731,1.0869,27.49996,555.1229000000001,566.2807,574.2925
QLD,Gov,Y10,3,2000,female,1,1,1,1,0036002,3,4,1,2,1,1,2,3,2,2,3,1,2,2,2,2,7,1,NA,210,210,210,-1.35,0.4415,-0.9663,313,-1.0509,0.261,0.8245,27.49996,433.9228,446.60699999999997,465.94440000000003
QLD,Gov,Y10,12,1999,male,2,2,1,1,0036002,4,4,2,3,1,1,1,3,2,3,2,1,4,1,2,2,NA,NA,24,300,300,300,-0.3381,0.7721,1.1359,313,-1.2004,-0.1461,0.4039,27.05522,523.9944,554.109,521.2693
QLD,Gov,Y10,1,2000,male,1,1,1,1,0036002,4,4,2,5,1,2,1,3,3,3,2,2,3,1,2,2,7,4,17,210,210,210,0.6642,-0.3231,-0.4849,313,-0.1108,1.0634,1.7385,27.05522,529.0531000000001,499.94720000000007,448.2303999999999
QLD,Gov,Y10,1,2000,male,1,1,1,1,0036002,4,3,4,4,1,1,1,4,2,4,3,1,3,1,2,2,4,1,NA,180,180,180,-1.1964,1.0496,-0.5996,313,0.6829,0.5735,0.63,27.05522,378.23699999999997,440.5215,457.0687
QLD,Gov,Y10,9,1999,female,1,1,1,1,0036002,3,4,3,2,1,2,2,2,3,3,2,1,2,1,1,1,5,3,10,210,210,0,0.0248,-0.308,-0.1651,313,1.1563,0.2856,0.294,23.90624,496.74119999999994,523.1344999999999,580.1066
QLD,Gov,Y10,9,1999,female,1,1,1,1,0036002,4,4,4,3,1,1,1,2,4,3,1,1,3,2,1,1,5,3,8,210,210,210,1.0269,2e-04,1.8543,313,1.1563,2.0648,1.7312,23.90624,489.7098,500.6632000000001,554.8334000000001
QLD,Gov,Y10,10,1999,male,1,1,1,1,0036002,4,4,3,1,1,1,1,3,3,3,2,4,3,1,2,2,6,3,16,210,210,210,-0.3381,0.5209,-1.3192,313,1.1563,0.85,1.337,21.01509,539.3481,611.4228999999999,578.0341000000001
QLD,Gov,Y10,7,1999,male,1,1,1,2,0036002,4,2,NA,5,2,2,2,2,3,3,2,1,1,1,2,1,4,2,NA,210,210,0,0.6642,0.1506,0.4094,313,0.1927,0.1199,0.0868,21.01509,427.047,428.2084,428.68379999999996
QLD,Gov,Y10,5,1999,male,2,1,1,1,0036002,4,4,4,3,1,1,1,2,3,4,2,1,3,2,1,1,7,3,NA,210,210,0,-0.3381,-0.6871,-0.4849,313,-0.1639,0.527,0.8865,21.01509,477.76860000000005,478.7626,423.77660000000003
QLD,Gov,Y10,9,1999,male,1,1,1,1,0036001,4,4,4,6,1,1,2,3,3,2,3,2,3,1,1,1,5,4,NA,210,210,0,-1.0362,-0.3879,-0.4849,313,-0.6303,1.4136,2.0714,21.01509,500.22970000000004,453.5589999999999,495.0669
QLD,Gov,Y10,9,1999,male,1,1,1,1,0036002,3,3,4,4,1,1,1,4,4,3,3,2,3,2,2,2,6,3,29,210,210,420,-0.9024,2.5493,1.8543,313,0.0321,1.2531,1.2203,21.01509,620.771,662.4062,639.7570000000001
QLD,Gov,Y10,10,1999,male,1,1,1,1,0036002,3,3,4,2,1,2,1,1,3,2,3,2,3,2,2,1,6,4,7,210,210,210,-1.4043,-0.478,-0.1651,313,-0.7218,-0.2888,-0.1237,2.60998,492.54010000000005,509.1043000000001,481.55460000000005
QLD,Gov,Y10,12,1999,male,1,2,1,1,,3,3,NA,NA,1,1,1,2,NA,3,2,1,3,1,2,1,NA,NA,NA,210,210,210,0.6642,-0.6871,NA,313,0.6324,1.0058,0.8494,2.60998,460.1498,495.06539999999995,430.581
QLD,Gov,Y10,1,2000,male,1,1,1,1,0036002,4,4,4,5,1,1,1,2,2,2,2,2,1,2,2,2,7,3,NA,360,360,360,-0.6297,-1.7201,-0.6479,313,1.1563,1.0755,1.0025,2.60998,506.13250000000005,514.5003999999999,485.87510000000003
QLD,Gov,Y10,2,2000,male,1,1,1,1,0036002,3,2,4,5,1,2,1,3,2,3,2,4,3,1,2,1,5,NA,NA,210,210,210,-0.7768,0.5209,-0.5996,313,-1.0346,0.8116,1.0214,2.60998,582.7914,594.0393000000001,597.4412
QLD,Gov,Y10,7,1999,female,2,1,1,1,0036001,4,4,1,2,1,1,1,3,2,3,3,4,1,1,2,1,6,2,11,210,210,0,-0.9585,-0.2039,-0.8771,313,-1.0757,0.3055,1.5095,2.28174,414.81859999999995,383.1027,422.71259999999995
QLD,Gov,Y10,11,1999,female,1,1,1,1,0036002,4,3,2,2,1,2,1,3,4,2,1,1,3,NA,2,2,6,3,NA,210,210,0,0.2552,0.5632,0.959,313,-0.5343,-0.4315,0.0478,2.28174,504.7482,542.2924,552.5974
QLD,Gov,Y10,12,1999,female,1,2,1,1,0036002,3,3,3,1,1,2,1,3,3,4,3,4,1,1,2,1,7,NA,NA,210,210,0,-2.032,0.4517,-0.2111,801,-1.6393,-0.8797,-0.3599,2.28174,386.6997,373.25110000000006,367.5444
QLD,Gov,Y10,12,1999,female,2,1,1,1,0036002,4,3,4,3,1,2,1,4,3,4,3,3,1,2,2,1,4,1,NA,150,150,0,-1.5888,1.3453,-0.8234,313,-1.3874,0.0382,0.3156,2.28174,345.69050000000004,364.0617000000001,384.7229
QLD,Gov,Y10,12,1999,female,NA,1,1,1,,4,3,4,2,1,1,2,3,3,1,1,2,NA,2,2,1,6,3,NA,210,210,0,1.0269,0.3265,-0.2006,313,NA,0.1525,0.0394,2.28174,421.3624,419.87520000000006,438.35440000000006
SA,Gov,Y10,4,2000,male,1,1,1,1,0036002,4,4,4,1,1,1,1,3,1,4,2,3,2,1,2,1,7,4,21,200,200,200,0.0248,0.462,-3.0877,313,-0.5199,0.5101,0.6763,16.82242,406.5784,426.60510000000005,406.45480000000003
SA,Gov,Y10,12,1999,female,1,1,1,1,0036002,4,4,1,2,1,1,1,3,3,3,NA,3,1,2,1,1,5,3,15,225,225,225,-1.235,1.3538,1.3961,313,0.0321,0.2586,0.8724,17.05792,399.8723999999999,362.82489999999996,428.69899999999996
SA,Gov,Y10,1,2000,female,2,1,1,1,0036002,4,4,4,5,1,1,2,3,3,3,2,4,1,2,1,1,NaN,NaN,15,225,225,225,-0.4725,0.8425,-0.4982,313,-1.0668,0.4482,0.7662,17.05792,510.99539999999996,512.3433,502.06190000000004
SA,Gov,Y10,3,2000,female,1,1,1,1,0036002,3,2,1,4,1,1,1,3,3,3,2,3,3,2,2,2,NaN,NaN,23,225,225,225,-1.3694,0.2594,0.8101,313,1.1563,-0.4981,-0.6132,17.05792,447.9103,462.0293,503.3574
SA,Gov,Y10,10,1999,female,1,1,1,1,0036002,4,2,4,6,1,1,1,4,3,4,4,4,3,2,1,1,NA,NA,20,225,225,225,-2.731,2.5493,0.1111,313,1.1563,1.7193,0.8273,17.05792,519.0710999999999,522.1033,604.9149
SA,Gov,Y10,3,2000,female,1,1,1,1,0036002,4,2,4,4,1,1,1,2,2,2,2,2,4,2,2,1,5,4,8,225,225,225,-0.2015,-0.3643,0.0437,313,-1.0509,-0.1411,-0.309,17.05792,597.6277999999999,626.0616000000001,635.7846000000001
SA,Gov,Y10,6,1999,female,1,1,1,1,0036002,3,4,1,5,1,1,1,3,3,3,3,2,3,1,1,2,5,3,6,225,225,225,-1.1407,1.7184,0.8101,313,-1.0509,0.8009,0.8311,17.05792,534.0234,608.4950000000001,627.4183
SA,Gov,Y10,7,1999,male,2,2,1,1,0036002,4,3,1,2,1,1,2,2,4,4,2,1,4,1,1,1,5,4,NA,225,225,225,0.6897,-1.7201,0.9799,313,-0.7355,-0.0917,0.6003,16.82242,469.5549,502.70349999999996,438.77209999999997
SA,Gov,Y10,12,1999,male,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,16.82242,484.6337,531.5198,508.1018
SA,Gov,Y10,7,1999,male,1,1,1,1,0036001,4,4,1,2,1,1,1,4,3,3,2,3,2,1,1,1,NaN,NaN,NA,200,200,200,-0.66,0.8459,0.1717,313,1.1563,0.3597,0.0426,16.82242,435.5289000000001,396.60479999999995,385.61940000000004
SA,Gov,Y10,5,1999,male,1,1,1,1,0036002,3,2,4,4,1,1,1,1,4,1,2,1,4,1,2,1,7,4,NA,225,225,225,0.0248,-0.9491,1.8543,313,1.1563,0.357,-0.65,16.82242,597.2074,611.1494,522.6781
SA,Gov,Y10,9,1999,male,1,1,1,1,0036001,4,2,2,2,1,1,1,2,3,3,3,1,3,1,2,2,4,4,22,250,250,250,-0.1515,-0.8455,-0.2006,313,-0.1108,0.2747,0.7926,16.82242,543.8405,581.8246999999999,529.4367
SA,Gov,Y10,3,2000,male,1,1,1,NA,0036001,4,4,2,1,2,2,2,2,3,3,2,1,3,1,2,1,5,4,20,180,180,180,1.398,-0.4968,0.4631,313,0.0321,0.609,1.6739,16.82242,525.4376,561.3434,530.2094999999999
SA,Gov,Y10,1,2000,male,2,1,1,1,0036002,3,4,3,1,1,2,1,2,3,4,1,3,3,1,1,1,6,4,18,200,200,200,-0.6448,0.9874,0.1218,313,-1.813,-1.1571,-0.5747,16.82242,397.1663,387.7188,343.30069999999995
SA,Gov,Y10,1,2000,male,1,1,1,1,0036001,4,3,1,3,1,1,1,2,4,4,2,3,3,2,2,2,7,3,32,200,200,200,-0.3701,-0.8041,-0.0495,313,-0.6134,-0.0512,0.595,16.82242,442.70680000000004,497.01959999999997,467.52930000000003
SA,Gov,Y10,1,2000,male,1,1,1,1,0036002,4,2,2,2,1,1,1,3,3,3,2,1,2,1,NA,NA,3,NA,60,275,275,275,0.0248,0.2594,-0.1651,313,-0.9044,-0.8143,-0.7102,1.73501,357.8723,348.48539999999997,338.6924
SA,Gov,Y10,10,1999,male,2,1,1,1,0036002,4,3,3,4,1,1,1,3,2,1,3,4,1,2,1,1,5,4,21,225,225,225,-1.35,0.7291,-0.8771,313,-0.1639,-0.0315,-0.1801,1.73501,376.5111,428.4602,415.79049999999995
SA,Gov,Y10,5,1999,male,1,1,1,1,0036002,4,4,2,2,1,1,1,2,2,3,3,1,3,1,2,2,NaN,NaN,24,240,160,240,-1.8419,-0.0836,-1.1822,313,0.0321,-0.2037,0.1449,1.73501,471.22790000000003,487.25200000000007,472.2254
SA,Gov,Y10,5,1999,male,1,1,1,1,0036002,4,4,1,3,1,1,1,2,3,2,2,2,1,1,2,1,5,2,NA,0,150,150,-0.3381,-0.6871,-0.8133,313,-0.9044,-0.2921,0.4434,1.73501,485.1683,497.5625999999999,517.4835
NSW,Gov,Y10,3,2000,male,1,1,1,1,0036002,4,3,3,4,1,1,1,3,4,3,1,1,3,1,2,1,5,2,26,220,220,220,-0.2659,1.2918,1.8543,313,1.1563,1.475,1.3798,26.69091,453.0213,429.3014999999999,426.4093
NSW,Gov,Y10,1,2000,male,1,1,1,1,0036002,3,2,1,2,2,2,2,3,2,3,2,1,3,1,2,2,5,2,62,240,240,240,-0.7985,0.7993,0.705,625,-0.9706,-0.1261,-0.3448,26.69091,401.6139999999999,360.1947,356.9503
NSW,Gov,Y10,8,1999,male,1,1,1,1,0036002,4,4,1,4,2,2,2,2,4,4,1,2,1,1,1,1,7,4,45,250,200,200,1.5147,-0.1479,1.8543,801,-0.1108,1.0371,2.1545,30.64658,396.7503,370.6608,382.62980000000005
NSW,Gov,Y10,12,1999,male,1,1,1,1,0036002,3,2,4,5,1,2,2,3,4,3,1,1,3,1,1,1,6,4,4,300,300,300,2.5991,0.5209,1.8543,313,1.1563,1.0441,0.1506,30.64658,534.9004,542.767,580.4352000000001
NSW,Gov,Y10,11,1999,male,1,1,1,1,0036002,3,3,1,6,1,1,1,2,4,4,4,1,4,1,1,1,4,3,25,240,240,240,-3.1297,-0.0981,1.8543,313,1.1563,1.4026,0.9162,30.64658,424.5822999999999,429.78020000000004,442.2907
NSW,Gov,Y10,1,2000,male,1,1,1,1,0036001,3,3,4,4,1,2,2,4,4,3,4,2,1,1,1,1,5,3,19,200,250,200,-3.1297,0.9277,1.8543,801,1.1563,1.5365,1.3976,30.64658,508.11809999999997,522.5927,494.43910000000005
NSW,Gov,Y10,3,2000,male,1,1,1,1,0036002,3,3,4,3,1,2,2,3,3,3,2,1,3,1,2,1,5,3,22,260,325,260,0.0248,0.3265,0.1218,313,1.1563,0.2032,-0.4982,30.64658,489.22749999999996,546.4831,560.1415
NSW,Gov,Y10,10,1999,male,1,1,1,1,,3,3,4,3,1,1,1,3,3,3,2,1,3,1,2,2,5,2,53,275,275,275,-0.6837,1.0461,0.1111,313,0.6829,1.4331,0.9659,30.64658,467.3518000000001,496.6603,482.3807
NSW,Gov,Y10,5,1999,male,1,2,2,1,0036002,2,1,1,1,1,2,2,3,2,3,3,1,3,1,2,2,1,2,24,480,540,420,-1.1407,-0.0061,-0.6127,625,-1.3239,-2.5088,-2.3734,30.64658,392.1445,348.1104,353.6064
NSW,Gov,Y10,8,1999,male,1,1,1,1,0036002,2,3,4,4,2,2,2,3,4,4,1,2,4,1,2,1,6,4,34,220,220,220,2.5915,0.4517,1.8543,801,1.1563,0.4253,-0.6863,30.64658,609.8174,619.7814999999998,615.8516999999999
NSW,Gov,Y10,1,2000,male,1,1,1,1,0036001,4,2,3,2,2,2,2,3,3,3,2,1,3,1,2,1,4,4,55,480,540,480,0.6642,0.5736,1.3961,313,1.1563,0.0975,0.0534,30.64658,663.0184999999999,660.6616000000001,664.4344000000001
NSW,Gov,Y10,2,2000,male,1,NA,1,1,0036001,4,4,4,5,1,1,1,3,3,3,2,2,3,1,2,1,6,3,23,240,300,240,-0.3381,0.5209,-0.1651,313,1.1563,3.4067,3.0582,30.64658,433.5249,393.7296,334.7505
NSW,Gov,Y10,12,1999,male,1,1,1,1,0036001,4,4,4,5,2,1,2,3,4,3,2,2,3,2,2,1,5,4,9,200,250,200,0.0248,0.8531,1.8543,313,0.0321,1.798,1.8683,30.64658,618.5182,658.5369,654.849
NSW,Gov,Y10,1,2000,male,1,1,1,1,0036002,NA,2,1,2,2,2,2,3,3,2,2,1,3,1,2,1,5,3,39,360,360,360,-0.0621,0.2495,0.1582,801,1.1563,0.6171,0.2072,30.64658,458.10029999999995,454.4384,397.3514
NSW,Gov,Y10,2,2000,male,1,1,1,1,0036002,3,4,1,4,1,1,1,2,4,3,1,1,3,1,1,1,4,2,NA,400,500,400,1.5043,-0.6871,1.8543,313,-0.5343,0.9999,1.482,30.64658,382.3879,422.4198,455.2434
NSW,Gov,Y10,9,1999,male,1,1,1,1,0036002,3,3,4,3,1,1,2,2,4,3,2,3,3,2,1,1,4,3,20,220,220,275,0.6642,0.5175,1.8543,313,1.1563,0.5258,0.3774,30.64658,411.12070000000006,423.16079999999994,379.41400000000004
NSW,Gov,Y10,2,2000,male,1,1,2,1,0036002,NA,3,2,3,1,2,2,3,3,3,2,1,2,1,NA,1,7,2,31,240,300,240,-0.8686,0.5209,0.4239,641,-1.7227,-1.4117,-1.283,30.64658,484.2321,435.10029999999995,430.7703
NSW,Gov,Y10,6,1999,male,1,1,1,1,0036002,4,2,1,1,1,1,2,3,3,3,2,2,1,1,2,1,7,NA,NA,240,240,240,-0.5942,-0.0345,-0.1651,801,-0.5343,-0.3746,-0.0033,3.22743,370.3213,321.24710000000005,329.1151
TAS,Ind,Y10,3,2000,female,1,1,1,1,0036001,4,3,1,2,1,1,NA,4,4,4,3,3,1,1,1,1,7,4,NA,200,200,200,-1.1885,1.7952,-0.324,313,0.8021,0.0078,0.1814,7.97161,349.4153,294.0022,320.16279999999995
TAS,Ind,Y10,1,2000,female,1,1,1,1,0036001,4,4,4,6,1,1,1,4,3,3,1,1,1,1,2,1,5,4,10,225,225,225,0.3403,0.4448,0.5031,313,-0.5343,0.8424,1.0979,7.97161,574.2816,613.6967000000001,591.9548
TAS,Ind,Y10,4,2000,female,1,1,1,1,0036001,4,4,4,3,1,1,1,3,3,3,2,2,3,1,2,2,5,2,NA,280,280,280,-0.082,0.2594,-0.1651,313,-0.9706,-0.0685,0.0096,7.97161,343.06280000000004,350.6889,390.5184
TAS,Ind,Y10,12,1999,female,1,1,1,1,0036001,4,4,1,3,1,1,1,3,3,3,2,1,1,1,2,2,6,3,2,105,105,140,-0.4725,-0.4305,-0.8133,313,-0.5343,0.2747,0.9807,7.97161,414.0928,441.75329999999997,437.20950000000005
TAS,Ind,Y10,4,2000,female,1,1,1,1,0036002,2,4,2,3,1,1,2,3,2,4,2,1,3,1,1,1,4,3,20,200,200,200,0.0248,0.5209,-1.173,313,1.1563,0.0396,-0.0171,7.97161,374.36299999999994,390.7843,368.08549999999997
TAS,Ind,Y10,2,2000,male,1,1,1,1,0036001,2,3,4,4,1,1,1,2,3,2,3,1,4,1,2,2,5,4,16,400,200,400,0.2748,-0.4671,0.8598,313,1.1563,0.8143,0.2174,9.32435,708.6766,756.5207,708.3277999999998
TAS,Ind,Y10,2,2000,male,1,2,1,1,0036002,2,3,4,5,1,1,1,2,3,2,2,2,2,1,2,2,5,4,NA,200,200,200,-0.5942,-0.9464,0.1218,313,0.1927,0.937,0.2922,9.32435,600.2947,599.4916000000001,599.0498
TAS,Ind,Y10,1,2000,male,1,1,1,1,0036001,NA,3,4,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,3,22,225,225,225,NA,0.5209,-0.1651,313,-0.9044,-0.0348,0.4407,9.32435,382.10029999999995,434.9085,398.76390000000004
TAS,Ind,Y10,2,2000,male,1,1,1,1,0036002,4,4,4,4,1,1,1,4,3,4,4,NA,3,2,2,1,2,4,29,200,200,200,-0.596,0.9106,0.1111,313,1.1563,0.7707,0.2701,9.32435,504.6711,574.0664,580.1528
TAS,Ind,Y10,1,2000,male,1,1,1,1,0036001,2,2,3,4,1,2,2,2,4,2,2,1,4,1,2,1,3,2,9,200,200,200,0.5073,-0.0465,0.9799,313,1.1563,0.0752,-0.1165,9.32435,472.10839999999996,470.2814,481.3433
TAS,Ind,Y10,6,1999,female,2,1,1,1,0036002,2,2,4,1,1,1,1,2,2,2,4,4,2,1,2,2,6,2,3,200,160,200,-1.1151,-0.3301,-0.5996,313,-0.1639,-0.5338,-0.6328,8.05304,596.6618000000001,622.1855,605.7371
TAS,Ind,Y10,5,1999,female,1,1,1,1,0036001,2,3,3,5,1,1,1,3,2,3,2,1,3,1,2,1,2,3,NA,175,175,175,-0.1985,0.0031,-1.3753,313,-0.7218,0.9222,0.491,8.05304,488.68739999999997,527.1854999999999,542.7428
TAS,Ind,Y10,7,1999,female,1,1,1,1,0036002,3,4,2,6,1,1,1,2,3,3,2,1,3,2,1,1,4,3,NA,200,200,200,0.9357,-0.5306,-0.1651,313,1.1563,1.5258,0.9448,8.05304,469.0286,484.95419999999996,506.89540000000005
TAS,Ind,Y10,7,1999,female,1,1,1,1,0036002,4,4,1,3,1,1,1,2,3,3,2,1,3,1,1,1,6,3,1,175,315,175,-0.3381,-0.2729,-0.4954,313,0.1927,0.5147,0.6653,8.05304,485.6424,498.1929000000001,465.31460000000004
TAS,Ind,Y10,8,1999,female,1,1,1,1,0036002,2,3,4,4,NA,2,1,2,NA,3,1,1,3,2,1,1,5,4,12,280,280,280,-0.1613,-0.6534,0.8912,313,1.1563,1.662,0.9785,8.05304,438.6708,452.21760000000006,425.71579999999994
TAS,Ind,Y10,9,1999,female,1,1,1,1,0036002,1,2,2,3,1,1,1,2,3,2,2,2,3,1,1,1,5,3,29,200,200,200,-0.4725,-0.308,-0.1651,313,0.0321,-0.2804,-0.1347,8.05304,365.60799999999995,393.113,462.4845
TAS,Ind,Y10,11,1999,male,2,1,1,1,0036002,3,4,4,5,1,1,1,3,3,2,3,1,2,1,2,2,4,3,1,175,315,140,-1.0362,-0.2702,-0.8006,313,-0.7355,1.016,0.8245,10.36331,523.3862,557.0242000000001,471.0419999999999
TAS,Ind,Y10,6,1999,male,1,1,1,1,0036002,2,4,4,4,1,1,1,3,3,3,2,1,2,2,1,2,2,3,NA,200,200,200,-0.3381,0.2594,-0.1651,313,-1.0509,0.2221,0.4539,10.36331,413.23720000000003,390.38320000000004,474.4646000000001
TAS,Ind,Y10,5,1999,male,1,1,1,1,0036002,3,4,4,3,1,1,1,2,3,3,2,1,3,1,1,1,5,3,NA,175,175,175,-0.3381,-0.2067,0.4631,313,1.1563,1.0527,1.1956,10.36331,521.3456,501.9925,487.4017
TAS,Gov,Y10,2,2000,female,2,1,1,1,0036002,4,4,1,3,NA,1,1,2,3,3,2,1,3,2,2,1,5,2,NA,250,350,250,-0.3381,-0.2067,-0.7662,313,-1.2004,-0.308,0.4499,6.00628,439.24809999999997,476.1710999999999,455.5362
TAS,Gov,Y10,4,2000,female,2,1,1,1,0036002,4,4,1,3,1,1,1,3,NA,4,2,1,1,2,1,1,5,2,NA,250,350,250,0.6642,0.2778,-0.5313,313,-1.0757,-0.8417,-0.4557,6.00628,437.5738,381.9548,456.1191
TAS,Gov,Y10,2,2000,female,1,1,1,1,0036001,3,4,4,5,1,1,1,4,2,2,4,3,4,2,1,1,6,4,12,250,350,250,-2.0945,2.5493,-0.5996,313,1.1563,1.0349,0.1585,6.00628,522.1903,619.2913000000001,533.6676000000001
TAS,Gov,Y10,1,2000,female,1,1,1,1,0036002,4,3,3,4,1,1,1,4,2,2,4,1,3,2,2,2,6,3,21,250,350,250,-0.978,1.4098,-0.5996,313,-0.5343,0.3835,0.425,6.00628,461.7487,511.5685,539.4296999999999
TAS,Gov,Y10,2,2000,female,2,1,1,1,0036002,3,4,4,3,1,1,1,3,3,3,3,1,3,2,2,1,3,2,21,250,350,250,-0.5064,-0.1679,0.1218,313,-1.2004,0.5488,0.1882,6.00628,445.07640000000004,443.8269,466.06419999999997
TAS,Gov,Y10,3,2000,male,1,2,1,1,0036001,3,4,4,6,1,1,1,3,3,2,3,1,3,1,2,2,5,1,10,240,560,160,-0.9213,0.5209,1.3961,313,1.1563,1.2597,0.3571,5.93606,475.0147,528.3226000000001,513.7225
TAS,Gov,Y10,3,2000,male,2,1,2,2,0036002,3,2,3,1,1,1,1,2,3,2,4,1,2,2,2,1,1,1,16,90,90,60,-1.1749,-0.5306,-1.0795,313,-1.9024,-2.0366,-1.9272,5.93606,443.2248000000001,481.64940000000007,471.0251
TAS,Gov,Y10,10,1999,female,2,1,1,1,0036002,4,3,1,3,1,1,1,2,3,3,1,1,2,2,2,2,4,2,NA,250,350,250,-0.0099,-0.5306,0.4094,313,-1.4682,-0.6537,0.0175,7.18261,489.4563,521.6532,574.2173
TAS,Gov,Y10,6,1999,male,1,1,1,1,0036002,4,4,2,2,1,1,1,4,3,4,3,1,3,1,2,1,7,1,NA,200,200,150,-0.4583,2.5493,0.4094,313,0.0659,-0.2015,0.1319,5.51161,448.0219,473.3284,465.64940000000007
TAS,Gov,Y10,6,1999,male,1,1,1,1,0036002,4,3,1,5,1,1,1,2,4,3,NA,1,3,1,1,1,6,2,NA,250,350,250,0.5902,-0.4671,1.8543,313,0.0321,0.2024,0.4244,5.51161,534.0604,535.5745,515.7175
TAS,Gov,Y10,6,1999,male,1,1,2,2,0036002,4,4,1,3,1,1,1,2,2,3,3,1,1,1,1,2,4,2,NA,250,350,250,-1.0894,-0.0746,-0.2803,313,-1.4432,-1.5609,-1.2384,5.51161,379.4515,330.7832,363.8934
TAS,Gov,Y10,5,1999,male,1,1,1,1,0036001,2,2,1,5,1,1,1,1,2,2,3,1,3,1,2,2,7,3,20,250,350,250,-0.7346,-2.505,-1.9594,313,-0.5343,-0.7866,-0.7109,5.51161,501.0682,557.4594,519.7685
TAS,Gov,Y10,11,1999,male,1,1,1,1,0036002,4,4,1,4,1,1,1,2,3,3,2,3,3,1,1,1,4,3,55,250,350,250,0.0248,-0.6871,-0.4849,313,-1.0509,-0.3838,0.1319,5.51161,380.6748,341.7573,313.4163
TAS,Gov,Y10,10,1999,male,1,1,1,1,0036002,4,4,3,5,1,1,1,2,4,1,1,1,3,1,1,1,5,4,40,250,700,150,2.5915,-0.6871,1.8543,313,1.1563,1.7263,1.0116,5.51161,570.9,603.1759,550.4694
TAS,Gov,Y10,5,1999,male,1,1,1,1,0036002,4,3,1,4,1,1,1,2,3,3,2,1,2,1,1,1,NA,2,21,250,350,250,-0.3381,-0.6871,-1.0795,313,-0.7218,-0.5616,-0.3823,5.51161,362.0797,366.3185,371.82630000000006
