state,schtype,yr,birthmonth,birthyr,gender,desk,room,computer,internet,solarpanels,tvs,cars,music_instr,books,birthcnt,mother_birthcnt,father_birthcnt,test_anxiety,ambitious,prefer_team,make_friends_easy,tardy,science_fun,breakfast,work_pay,sport,internet_use,install_software,outhours_study,math_time,read_time,science_time,belong,anxtest,motivat,language,home_edres,home_poss,wealth,stuweight,math,science,read
QLD,Catholic,Y10,6,1999,female,1,1,1,1,0036002,4,4,2,3,2,2,2,3,1,2,2,4,1,2,1,2,5,4,31,385,220,220,-0.4909,0.0563,-3.0877,313,1.1563,1.7536,1.7312,27.41236,543.0451999999999,520.0225,584.2374000000001
QLD,Catholic,Y10,7,1999,female,1,1,1,1,0036001,3,3,2,5,1,1,1,3,4,1,2,2,3,1,2,2,7,3,NA,220,220,0,-0.4725,0.5209,0.5796,313,-0.5343,0.9225,0.885,27.41236,529.2567999999999,518.8689999999999,557.9348
QLD,Catholic,Y10,12,1999,female,1,1,1,1,0036001,4,4,1,1,1,2,2,3,3,2,2,1,3,2,1,2,6,3,8,240,240,240,-0.6837,0.8425,-0.4495,313,-0.9706,0.3415,1.6754,27.41236,542.0974,541.3528,579.7793
QLD,Catholic,Y10,5,1999,female,1,1,1,1,0036002,3,3,1,2,1,2,1,3,3,3,2,1,NaN,NaN,NaN,NaN,5,3,16,0,0,0,-0.1266,0.3265,-0.7662,313,1.1563,-0.2822,-0.22,27.41236,355.30160000000006,365.143,460.6874000000001
QLD,Catholic,Y10,7,1999,male,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,25.22567,452.51329999999996,447.18589999999995,450.6588999999999
QLD,Catholic,Y10,5,1999,male,2,1,1,1,0036002,4,4,4,3,1,1,1,4,4,3,2,2,NaN,NaN,NaN,NaN,5,4,NA,300,300,600,-0.3381,1.2704,0.9799,313,-1.1264,-0.7097,-0.4557,25.22567,558.0169,551.6629,522.7174
QLD,Catholic,Y10,10,1999,male,1,1,1,1,0036002,4,3,1,5,1,1,1,3,4,2,2,3,3,1,1,1,4,3,10,330,165,165,-0.3381,-0.2039,1.8543,313,0.8021,0.5149,0.5151,25.22567,519.1253,489.1097,494.29619999999994
QLD,Catholic,Y10,10,1999,male,1,1,1,1,0036001,3,3,2,1,1,1,1,3,3,3,2,3,3,1,1,1,6,3,31,220,220,220,-0.3381,0.5209,-0.1651,313,-1.0509,-0.1273,0.5469,25.22567,600.1974,559.5928,492.4983000000001
QLD,Catholic,Y10,12,1999,male,1,1,1,1,0036001,4,3,4,4,1,1,1,4,3,3,2,NaN,NaN,NaN,NaN,NaN,7,4,NA,NA,NA,NA,0.2947,2.5493,-0.4495,313,1.1563,1.9985,1.6679,25.22567,523.5150000000001,511.66970000000003,512.6918000000001
QLD,Catholic,Y10,2,2000,female,2,1,1,1,0036001,4,3,2,5,1,1,2,3,3,3,3,1,1,2,2,1,5,4,NA,275,275,275,-1.1407,0.5209,-0.1651,313,-0.1639,0.4081,0.3886,2.74099,479.19500000000005,479.0017000000001,516.3906
QLD,Catholic,Y10,2,2000,female,1,1,1,1,0036002,2,2,3,1,1,1,1,4,4,3,1,2,NaN,NaN,NaN,NaN,5,4,NA,135,135,135,-0.4232,1.9474,0.959,313,-0.9734,-0.4425,-0.6775,2.74099,432.6396000000001,445.46099999999996,537.2713
QLD,Catholic,Y10,3,2000,female,1,1,1,1,0036001,4,4,4,4,1,1,1,2,4,1,NA,NaN,NaN,NaN,NaN,NaN,7,1,NA,NA,NA,NA,NA,-0.3906,1.8543,313,1.1563,2.6751,2.6171,2.74099,497.3724,493.64270000000005,541.3188
QLD,Catholic,Y10,10,1999,male,1,1,1,1,0036002,3,2,4,6,1,1,1,2,NA,3,3,3,1,1,NA,NA,4,3,9,220,220,220,-0.873,-0.7209,0.1116,313,0.0321,0.4169,-0.317,2.74099,489.17299999999994,543.1904999999999,578.8349000000001
QLD,Catholic,Y10,5,1999,female,1,1,1,1,0036002,3,4,2,1,1,1,1,3,2,3,3,2,2,2,NA,NA,7,3,NA,220,220,0,-0.8144,1.7184,1.1359,313,-1.3733,-0.2565,0.3898,2.58511,459.54269999999997,434.29130000000004,524.1933
QLD,Catholic,Y10,11,1999,female,1,1,1,1,0036001,4,2,3,3,1,1,1,4,4,2,3,1,2,2,2,2,7,3,NA,220,220,0,-1.4385,2.5493,-0.6532,313,1.1563,1.1894,0.6093,2.58511,494.5032,606.1272,614.7894999999999
QLD,Catholic,Y10,11,1999,female,1,1,1,1,0036001,4,4,4,1,1,1,1,2,3,4,1,1,3,2,2,1,5,1,NA,135,135,0,0.2067,0.5072,-0.1624,313,0.0321,0.6502,1.0906,2.58511,454.1459,435.58240000000006,476.79830000000004
QLD,Catholic,Y10,5,1999,male,1,1,1,1,,4,4,2,6,1,1,1,3,4,3,2,2,1,1,2,1,3,3,NA,240,240,0,-0.2541,0.139,1.0566,313,1.1563,2.3965,2.8056,2.58511,452.1951,421.2558,445.23990000000003
SA,Catholic,Y10,8,1999,female,1,1,1,1,0036002,4,NA,1,2,1,1,1,3,4,3,2,2,1,2,1,1,7,3,7,275,275,275,-0.1144,0.5209,0.2405,313,1.1563,1.1841,1.2151,12.86772,444.85690000000005,452.32840000000004,497.3531
SA,Catholic,Y10,11,1999,female,1,1,1,1,0036002,4,3,1,4,1,1,1,2,3,4,2,2,2,2,1,2,6,3,9,250,250,0,1.398,-0.5306,-0.1651,313,0.0321,0.3478,1.1011,12.86772,448.7838,484.49390000000005,479.1098
SA,Catholic,Y10,11,1999,female,1,1,1,1,0036001,3,4,1,4,1,1,1,3,3,2,2,2,NaN,NaN,NaN,NaN,5,2,23,275,275,275,0.0248,0.0647,-0.1651,313,1.1563,0.1032,0.1529,12.86772,526.025,581.6932,576.3662000000002
SA,Catholic,Y10,12,1999,female,1,1,1,1,0036001,4,4,3,6,1,1,1,3,4,3,2,1,NaN,NaN,NaN,NaN,6,2,47,225,225,225,-0.6837,0.5736,0.9799,313,0.0321,1.4816,0.8496,12.86772,493.2773,570.9574,540.0684
SA,Catholic,Y10,6,1999,female,1,1,1,1,0036001,4,4,4,3,1,1,1,3,4,2,1,1,4,1,1,1,5,3,27,250,250,250,-0.1844,-0.3879,1.8543,313,1.1563,1.4058,2.0818,12.86772,532.2050000000002,588.7529000000001,608.3734999999999
SA,Catholic,Y10,1,2000,female,1,1,1,1,0036001,2,2,4,5,1,1,1,3,3,2,3,1,2,1,2,2,5,2,NA,250,250,0,-0.5064,0.5736,-0.8234,313,-0.9706,0.126,-0.746,12.86772,494.35999999999996,498.42209999999994,490.317
SA,Catholic,Y10,3,2000,female,1,1,1,1,0036001,4,4,3,4,1,1,1,2,3,3,1,1,3,2,1,1,7,2,3,300,300,300,-0.1613,-0.4331,0.4631,313,0.0321,1.0214,1.5095,12.86772,508.4641,467.26890000000003,497.20730000000003
SA,Catholic,Y10,10,1999,female,1,1,1,1,0036002,3,4,3,5,1,1,1,3,3,4,1,2,3,NaN,NaN,NaN,5,2,22,250,250,250,0.2067,0.5736,0.4094,313,-0.6134,0.5415,0.8356,12.86772,452.38950000000006,444.6378999999999,449.89300000000003
SA,Catholic,Y10,10,1999,male,1,1,1,1,0036001,4,3,4,3,1,1,1,3,3,3,3,2,3,1,2,1,5,3,10,250,250,500,-0.866,1.1311,0.8101,313,-0.5343,0.814,1.1888,11.95673,538.4325,597.8198000000001,619.1298
SA,Catholic,Y10,4,2000,male,1,1,1,1,0036001,3,4,4,4,1,2,2,3,2,4,2,1,4,1,2,2,5,3,15,225,225,450,-0.3381,0.3366,0.3377,313,1.1563,0.8947,0.8205,11.95673,609.3891000000001,676.9694999999999,650.7555
SA,Catholic,Y10,12,1999,male,1,1,1,1,0036001,4,3,4,5,1,1,1,3,2,3,2,1,NaN,NaN,NaN,NaN,4,1,15,225,225,225,0.5073,0.6434,-0.3263,313,1.1563,1.5507,1.8287,11.95673,539.8699,572.3751,564.2165
SA,Catholic,Y10,8,1999,male,1,1,1,1,0036002,4,NA,4,5,1,1,1,2,2,2,2,1,4,NaN,NaN,NaN,4,3,16,275,275,550,-0.3381,0.5271,1.1359,313,0.0321,1.2715,0.5157,11.95673,603.7235000000001,646.8992000000001,627.485
SA,Catholic,Y10,1,2000,male,1,1,1,1,0036001,NA,3,4,4,1,1,1,3,4,2,3,1,3,NaN,NaN,NaN,4,3,12,275,275,275,-0.719,0.4415,0.592,313,1.1563,1.7598,1.776,11.95673,593.4731,589.9858,584.9128000000001
SA,Catholic,Y10,10,1999,male,1,1,1,1,0036002,3,3,3,3,1,2,2,2,3,3,2,2,2,2,2,1,5,4,36,250,250,250,0.3171,-0.0374,1.3961,313,1.1563,0.72,0.8099,11.95673,574.3392,613.0427000000001,605.192
SA,Catholic,Y10,1,2000,male,1,1,1,1,0036002,4,4,2,4,1,1,1,3,2,3,2,1,3,1,2,1,4,4,15,250,250,500,0.6642,0.0752,0.6611,313,0.0321,0.5454,1.2749,11.95673,629.6686,670.3589,599.0755
SA,Catholic,Y10,1,2000,male,1,1,1,1,0036001,4,3,2,6,1,2,1,2,4,4,2,3,3,1,2,1,4,3,10,250,250,250,0.2947,-0.4248,-0.0852,313,0.0321,0.9438,0.8192,11.95673,504.96549999999996,519.5857,502.48400000000004
SA,Catholic,Y10,10,1999,male,1,1,1,1,0036002,4,3,3,4,1,1,1,3,2,2,2,2,1,NaN,NaN,NaN,6,3,14,225,225,0,-0.3381,0.2495,0.0543,313,-0.7218,0.7027,1.0902,11.95673,604.3833999999999,632.3897,603.4455
SA,Catholic,Y10,1,2000,male,1,1,1,1,0036001,4,4,3,5,1,1,1,2,3,3,2,1,3,1,2,1,4,1,5,225,180,180,0.2947,-0.4671,-0.1651,313,0.0321,0.9005,1.3503,11.95673,545.8056,562.5821,490.1295
SA,Catholic,Y10,5,1999,male,1,1,1,1,0036002,4,3,3,2,1,1,1,2,2,3,1,2,3,1,NA,NA,7,4,NA,225,225,0,0.7333,-0.4331,-0.5996,313,0.0321,0.8884,1.1016,11.95673,455.44079999999997,448.75070000000005,454.4608999999999
SA,Catholic,Y10,12,1999,female,1,1,1,1,0036001,4,3,4,4,1,1,1,3,NA,3,1,2,1,1,2,1,4,3,9,250,250,0,1.0269,-1.3275,-2.2777,313,-0.5343,0.668,1.0566,1.31461,478.81080000000003,506.9653,528.2996999999999
SA,Catholic,Y10,9,1999,male,1,1,1,1,0036001,4,3,4,4,1,1,1,3,4,3,2,4,NaN,NaN,NaN,NaN,7,4,30,250,250,250,0.5073,0.0031,1.8543,313,1.1563,1.2775,1.4821,1.31461,526.1034999999999,523.0184999999999,555.7308
QLD,Gov,Y10,3,2000,female,1,1,1,1,0036002,4,3,1,1,2,2,2,4,4,3,1,1,3,2,2,2,4,4,20,210,210,210,1.5043,2.5493,1.8543,313,0.0321,0.4164,1.096,34.53221,507.4713999999999,579.0575000000001,601.3947999999999
QLD,Gov,Y10,12,1999,male,1,1,1,1,0036002,4,3,1,1,1,1,2,4,4,4,2,1,3,2,1,1,7,4,12,210,210,210,-0.358,2.5493,1.8543,313,-0.9706,-0.3636,0.5241,24.69901,443.6349,411.81209999999993,413.8780999999999
QLD,Gov,Y10,4,2000,male,1,1,2,2,0036002,4,3,3,1,1,1,1,3,4,3,2,2,3,2,2,1,4,2,37,210,210,210,-0.983,0.9908,1.8543,313,-1.7275,-1.6404,-0.9932,24.69901,287.1888,305.57759999999996,342.9344
QLD,Gov,Y10,11,1999,male,2,1,2,2,0036001,4,3,2,2,1,1,1,NA,NA,2,2,1,2,1,1,2,2,NaN,25,NA,NA,NA,-0.376,NA,NA,313,-1.9024,-0.9453,-0.1567,24.69901,315.924,242.3763,237.7099
QLD,Gov,Y10,2,2000,male,1,1,1,1,0036001,4,2,1,2,NA,2,1,1,3,3,2,1,2,1,2,1,5,3,26,180,180,180,0.6642,-1.1678,0.8101,313,0.0321,-0.0351,0.4684,24.69901,403.70709999999997,439.87480000000005,482.38599999999997
QLD,Gov,Y10,4,2000,male,1,1,1,1,0036001,4,2,2,3,1,1,1,3,3,4,1,1,4,1,2,2,7,4,18,210,210,210,0.514,0.2854,0.4094,313,0.0321,0.0791,0.2809,24.69901,514.7633,561.5174,535.5746
QLD,Gov,Y10,5,1999,female,1,1,1,1,0036002,4,4,2,3,1,2,2,3,2,3,2,2,2,1,2,1,6,3,NA,210,210,0,-1.3055,-0.0345,-1.4159,313,1.1563,0.4819,0.5452,26.95782,441.6393,458.3612,479.2354
QLD,Gov,Y10,11,1999,female,1,1,1,1,0036002,4,4,2,3,NA,1,1,3,4,3,1,1,3,1,2,1,5,4,11,210,210,210,1.5043,0.6538,0.9799,313,1.1563,1.1931,1.402,26.95782,501.52479999999997,541.3406,573.2962
QLD,Gov,Y10,5,1999,female,1,1,1,1,0036001,4,3,4,3,1,2,1,3,2,4,2,1,2,1,2,1,NaN,NaN,25,210,210,210,-0.5917,-0.4305,-0.8771,313,-0.5343,0.8397,0.8259,26.95782,493.12,485.3818,532.4867999999999
QLD,Gov,Y10,5,1999,male,1,1,1,1,0036001,4,4,2,3,1,1,2,3,2,2,2,3,3,1,2,1,7,3,14,225,225,0,-0.5753,0.0752,0.2937,313,0.0321,0.9302,0.7638,28.99376,501.1519,526.7645,496.4032
QLD,Gov,Y10,6,1999,male,1,1,1,1,0036001,4,4,3,2,NA,1,1,1,3,4,1,1,NA,1,2,1,6,NA,NA,210,210,210,-0.813,-2.505,-0.4849,313,0.0321,0.6572,1.2197,28.99376,299.2927,296.04239999999993,251.19270000000006
QLD,Gov,Y10,11,1999,male,1,1,1,1,0036001,4,3,4,3,2,2,2,4,3,4,1,4,1,1,1,1,7,4,NA,90,60,0,1.5611,2.5493,0.1717,313,1.1563,0.428,0.6098,28.99376,341.85220000000004,325.2989,291.18680000000006
QLD,Gov,Y10,9,1999,male,NA,NA,NA,NA,,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,NA,NaN,NA,28.99376,371.78239999999994,419.8281,416.90109999999993
QLD,Gov,Y10,9,1999,male,1,2,1,1,0036002,3,3,2,2,1,1,2,1,3,3,2,1,3,1,2,1,5,4,NA,225,225,225,-0.3381,-2.505,0.8101,313,-1.3733,-0.2217,0.7646,28.99376,574.5351999999999,586.5703000000001,546.3662
QLD,Gov,Y10,3,2000,female,1,1,2,1,0036001,4,NA,3,3,1,1,1,2,2,2,2,1,1,1,2,2,5,2,20,210,210,210,-0.4725,-0.6237,-1.454,313,-1.2477,0.6822,1.9324,2.83786,444.8031,488.54140000000007,467.09619999999995
QLD,Gov,Y10,4,2000,female,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NaN,NA,2.83786,305.5086,321.48780000000005,341.74709999999993
QLD,Gov,Y10,8,1999,female,1,2,1,1,0036002,4,3,4,3,1,1,1,2,4,3,2,1,1,1,2,1,7,NA,20,225,225,225,0.0248,-0.5306,1.8543,313,1.1563,0.9511,0.5961,2.83786,427.42740000000003,463.2723,447.24980000000005
QLD,Gov,Y10,2,2000,female,1,1,1,1,0036001,3,4,4,2,1,1,1,3,3,3,1,3,3,1,2,1,NaN,NaN,29,180,180,180,1.5611,0.2594,0.1111,313,0.0659,0.6243,0.9115,2.83786,339.5715,382.40049999999997,445.6352
QLD,Gov,Y10,2,2000,female,1,1,1,1,0036002,4,3,1,3,1,1,1,4,2,4,3,3,4,1,1,1,6,NaN,14,210,210,210,-0.1515,0.5769,-0.3131,313,-0.5343,-0.6071,-0.6732,2.83786,359.9953,375.9775000000001,396.2264
QLD,Gov,Y10,4,2000,female,1,1,1,1,0036002,4,4,4,5,1,1,1,3,4,3,1,1,2,1,2,2,7,NaN,15,210,210,210,2.5915,0.2594,0.5387,313,-0.5343,0.4804,0.4487,2.83786,439.85560000000004,435.8211,441.71789999999993
QLD,Gov,Y10,1,2000,female,1,1,1,1,0036002,3,2,1,2,1,1,1,3,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NA,NA,NA,NA,-1.1,1.7184,0.1218,313,-0.5343,-1.1825,-0.8358,2.83786,345.46040000000005,336.40700000000004,391.24529999999993
QLD,Gov,Y10,7,1999,male,1,1,1,1,0036002,4,3,1,3,1,1,1,1,4,3,2,1,4,1,2,1,4,NaN,16,210,210,210,0.4906,-0.7959,1.0385,313,0.0321,-0.02,0.5241,2.57572,500.74479999999994,507.10330000000005,464.09139999999996
QLD,Gov,Y10,8,1999,male,2,1,2,1,0036002,2,3,2,1,1,1,2,3,2,3,2,1,4,1,2,2,5,3,17,210,210,210,-0.8731,0.4415,-1.173,313,-2.9153,-1.6602,-0.6863,2.57572,515.2188,574.98,521.1744
QLD,Gov,Y10,12,1999,male,2,1,1,1,0036002,4,4,3,3,1,1,1,3,3,2,2,1,3,NaN,NaN,NaN,NaN,NaN,1,210,210,210,0.6642,0.0752,-0.7213,313,-1.4682,-0.0808,0.6653,2.57572,413.8713000000001,459.32169999999996,439.32030000000003
QLD,Gov,Y10,11,1999,male,NA,1,NA,1,,2,1,1,NA,1,1,1,3,3,2,3,1,2,1,2,2,7,3,12,210,210,210,-0.8144,0.1419,-0.1651,313,NA,-1.6164,-1.6715,2.57572,335.495,326.6973,298.4284
QLD,Gov,Y10,1,2000,male,1,1,1,1,0036001,3,2,2,2,1,1,1,2,4,4,1,1,3,1,1,1,NA,NaN,10,195,195,195,0.045,-0.4331,1.8543,313,-1.0509,-0.3329,0.0175,2.57572,369.03729999999996,407.92850000000004,427.7357
QLD,Gov,Y10,1,2000,male,1,1,1,1,0036002,2,NA,2,3,1,1,1,3,4,4,2,2,4,1,2,1,5,3,13,210,210,210,0.9357,-0.4644,1.8543,313,1.1563,0.1152,0.0592,2.57572,447.07939999999996,433.0834,444.1636
QLD,Gov,Y10,11,1999,female,2,1,1,1,0036002,3,3,2,1,1,1,1,3,3,3,2,1,1,1,2,2,3,2,NA,210,210,0,-0.3381,-0.3879,-0.4849,313,-1.0668,-0.4817,0.2751,2.47987,416.1639000000001,382.27819999999997,445.81149999999997
QLD,Gov,Y10,9,1999,female,1,1,1,1,0036002,4,4,2,1,1,1,1,3,4,3,2,1,1,2,2,1,6,1,NA,210,210,0,-0.3381,0.5209,0.9799,313,0.0321,0.2111,0.9969,2.47987,347.7233,393.51529999999997,482.53180000000003
QLD,Gov,Y10,8,1999,female,1,1,1,1,0036001,4,4,1,5,1,1,1,2,3,3,2,2,1,1,2,1,4,2,NA,210,210,0,-1.1209,-0.6871,-0.8006,313,-0.5343,0.0363,0.4115,2.47987,385.08130000000006,414.7610000000001,454.1079
QLD,Gov,Y10,10,1999,female,1,NA,1,2,0036002,NA,4,4,3,1,2,2,4,3,3,3,4,3,2,2,1,6,3,23,210,210,140,-1.6857,1.181,-0.1651,313,-0.1108,1.061,1.1763,2.47987,422.92150000000004,415.31129999999996,459.0919
QLD,Gov,Y10,8,1999,female,1,1,1,1,0036001,4,3,2,3,1,1,1,4,2,3,3,1,4,2,2,2,NaN,NaN,11,210,210,630,-0.0275,1.1059,-0.0056,313,-0.6134,0.0728,0.1873,2.47987,476.50020000000006,506.7309,539.3956999999999
QLD,Gov,Y10,5,1999,female,1,1,1,1,,3,2,2,3,1,1,1,3,3,4,1,2,2,1,2,2,6,NaN,NA,210,210,0,-0.8205,1.3538,1.3961,313,-0.2991,-0.4156,-0.5566,2.47987,380.03319999999997,391.8384,384.7577
QLD,Gov,Y10,12,1999,female,2,1,2,2,0036002,4,2,1,2,1,1,1,4,2,2,3,3,1,1,2,1,4,2,NA,360,360,0,-0.9024,1.0496,-0.2803,313,-2.3196,-2.1263,-1.7113,2.47987,409.1278,445.5894,452.80769999999995
QLD,Gov,Y10,8,1999,female,1,1,2,2,0036002,4,3,1,4,1,1,1,4,3,3,2,1,1,1,2,2,3,NaN,9,210,210,0,-0.8616,1.4987,1.3961,313,-2.6673,-2.2146,-1.5997,2.47987,407.28549999999996,437.0164,442.16720000000004
QLD,Gov,Y10,10,1999,male,1,1,1,2,0036001,4,3,2,3,NA,1,2,1,4,1,1,2,4,1,1,1,7,4,NA,210,210,210,2.5915,-2.505,0.959,463,0.1927,0.2613,-0.2221,3.38523,328.166,291.68600000000004,235.92170000000002
QLD,Gov,Y10,12,1999,male,1,1,1,1,0036002,4,3,1,1,1,1,1,2,3,3,2,2,2,1,2,1,5,2,NA,195,195,0,-0.5917,-0.6871,-0.4849,313,0.0321,-0.6409,-0.2763,3.38523,310.8355,303.10900000000004,294.9392
QLD,Gov,Y10,8,1999,male,2,1,2,2,0036002,4,4,1,3,1,1,1,4,3,2,3,1,1,2,2,2,1,3,NA,210,210,0,-1.1039,0.4869,1.3961,313,-4.3706,-2.2455,-1.4364,3.38523,354.8482,397.22979999999995,326.99629999999996
NSW,Catholic,Y10,3,2000,male,1,1,1,1,0036002,4,4,4,1,1,1,1,2,4,4,4,2,1,2,1,1,7,4,NA,220,220,220,-3.1297,-1.005,1.8543,313,-0.6172,1.1866,3.2089,25.03929,560.3502,559.7756,531.1922999999999
NSW,Catholic,Y10,4,2000,male,1,1,1,1,0036002,4,3,4,5,1,1,1,3,3,3,2,2,1,1,1,1,5,3,16,240,240,240,0.9357,0.2594,-0.4954,313,0.0321,1.1568,1.6947,25.03929,468.2948,495.9071,515.8595
NSW,Catholic,Y10,11,1999,male,1,1,1,1,0036002,4,3,2,2,1,1,1,3,4,2,2,2,2,1,2,2,5,4,4,240,180,180,-0.3381,-0.0436,1.8543,313,0.0321,0.7072,1.0952,25.03929,581.2771,586.6978,575.8337
NSW,Catholic,Y10,1,2000,male,1,1,1,1,0036002,4,4,4,4,1,1,1,2,3,3,2,1,2,1,2,1,7,4,15,150,150,150,-0.3381,-0.6871,-0.7791,313,1.1563,2.5623,2.182,25.03929,569.2158999999999,591.4381000000001,512.9744
NSW,Catholic,Y10,8,1999,male,1,1,1,1,0036002,4,3,2,5,1,1,1,2,3,3,1,1,4,1,2,2,5,3,27,165,220,165,1.5043,0.4065,-0.7791,313,1.1563,1.5515,1.096,25.03929,521.592,531.4026,458.92150000000004
NSW,Catholic,Y10,6,1999,male,1,1,1,1,0036002,4,3,3,2,1,2,2,3,3,3,2,1,2,1,NA,2,5,4,7,570,665,570,-0.4584,0.7721,0.1717,313,0.0321,0.897,0.5199,25.03929,616.1546,688.0253,642.2588000000001
NSW,Catholic,Y10,8,1999,male,1,1,1,1,0036001,3,4,3,4,1,2,1,2,3,4,2,1,3,1,1,2,4,1,3,195,195,195,0.3171,-0.0465,-0.4849,313,1.1563,2.2262,1.9859,25.03929,576.1157000000001,604.6752999999999,555.0961
NSW,Catholic,Y10,7,1999,male,1,1,1,1,0036001,4,4,2,3,1,2,1,3,4,1,1,2,2,1,1,1,7,3,22,275,275,275,0.7701,-0.0997,0.2776,313,1.1563,1.6963,1.6754,25.03929,366.317,375.18859999999995,343.6473000000001
NSW,Catholic,Y10,10,1999,male,1,1,1,1,0036001,4,4,4,4,1,1,2,1,4,4,1,4,1,1,1,1,5,4,NA,240,240,240,0.5599,-2.505,1.8543,313,1.1563,3.1143,3.0701,25.03929,506.6008,527.9804,503.2097
NSW,Catholic,Y10,9,1999,male,1,1,1,1,0036002,4,4,4,4,1,2,2,2,4,3,2,1,3,1,2,2,7,3,22,240,240,240,1.398,-0.4331,1.8543,313,1.1563,1.7399,1.1207,25.03929,532.8558999999999,557.1917,604.6634
NSW,Catholic,Y10,2,2000,male,1,1,1,1,0036002,4,3,4,3,1,1,1,2,3,3,1,1,2,1,1,1,4,3,16,260,260,260,0.3998,-0.4331,0.4631,313,1.1563,0.5145,0.5241,25.03929,579.4242,535.2792999999999,555.122
NSW,Catholic,Y10,10,1999,male,1,1,1,1,0036002,4,3,2,5,1,1,1,2,2,4,2,1,2,1,2,1,7,3,6,240,240,240,0.3171,-0.6871,-0.2803,313,-0.5199,0.2774,0.739,25.03929,556.9341000000001,582.4543000000001,544.2647
NSW,Catholic,Y10,9,1999,male,1,1,1,1,0036002,4,3,4,5,2,2,2,2,4,2,2,1,3,1,2,2,4,3,5,200,200,200,-0.3381,-1.1897,1.8543,313,1.1563,1.8271,1.6947,25.03929,608.9372999999999,621.6744,604.4753999999999
NSW,Catholic,Y10,11,1999,male,1,1,1,1,0036002,4,4,4,5,1,1,2,4,3,3,2,1,3,1,2,2,6,4,9,195,195,130,0.2947,0.5769,0.4094,313,1.1563,3.0521,2.4677,25.03929,609.2547000000001,610.9766999999999,611.856
NSW,Catholic,Y10,1,2000,male,1,1,1,1,0036002,4,3,4,6,1,1,1,2,3,1,2,1,4,1,2,1,5,4,20,260,260,260,0.9357,-0.8675,0.8598,313,1.1563,1.4056,0.7453,25.03929,622.9893,617.1679999999999,556.2561
NSW,Catholic,Y10,6,1999,male,1,1,1,1,0036002,4,3,3,5,1,1,2,2,4,2,2,1,4,1,2,1,4,4,11,240,240,240,-0.3381,-0.107,1.8543,313,1.1563,0.9174,0.6239,25.03929,684.2651,702.9477,644.2003
NSW,Catholic,Y10,7,1999,male,1,1,1,1,0036002,4,4,2,3,1,1,1,3,4,3,2,1,3,1,2,1,3,3,27,240,240,240,-0.8307,0.2594,0.959,313,1.1563,1.5708,1.3961,25.03929,479.3466,476.2362999999999,505.1342999999999
NSW,Catholic,Y10,5,1999,female,1,1,1,1,0036002,4,4,1,1,1,2,1,4,4,3,1,1,3,2,2,2,4,4,9,330,220,440,0.1313,2.5493,0.2296,313,-0.6134,0.4666,1.7312,23.20805,607.0268,626.765,666.1009999999999
NSW,Catholic,Y10,10,1999,male,1,1,1,1,0036001,3,4,3,5,1,1,NA,4,4,4,2,4,1,2,2,1,6,2,NA,260,260,260,0.9646,-0.0509,-0.7012,313,1.1563,1.5379,2.206,2.42442,503.83399999999995,509.65590000000003,456.03549999999996
VIC,Gov,Y10,4,2000,male,1,1,1,1,0036002,4,3,2,3,2,2,2,2,4,2,2,1,3,1,2,2,7,4,6,200,200,200,-0.7577,-0.6788,1.8543,313,-0.1108,0.7523,0.7415,34.65442,595.0260000000001,607.4882,623.0948000000001
VIC,Gov,Y10,11,1999,male,1,1,1,1,0036002,3,2,2,5,NA,2,2,1,3,3,1,1,4,1,2,1,NaN,NaN,12,200,200,250,2.5915,-0.4995,1.3961,313,1.1563,0.7966,0.4535,34.65442,572.8915,591.0040000000001,524.837
VIC,Gov,Y10,8,1999,female,1,2,1,1,0036002,4,4,2,4,1,1,2,4,4,2,2,1,3,1,2,1,5,3,20,250,250,200,-0.9214,2.5493,0.5952,801,0.0659,0.8847,1.5129,27.24091,432.95560000000006,442.35119999999995,452.8361
VIC,Gov,Y10,7,1999,female,1,1,1,1,0036002,2,2,4,3,1,1,1,3,4,3,2,2,3,1,2,1,5,3,11,250,250,200,-0.0621,0.2495,-0.0495,313,-0.5343,0.0013,-0.3992,27.24091,450.3637,495.71720000000005,516.0813
VIC,Gov,Y10,12,1999,female,NA,1,NA,NA,,4,4,3,2,1,1,2,3,3,4,1,NA,3,1,1,1,7,3,41,225,225,180,2.5915,1.0016,-0.1651,313,NA,0.5704,0.6212,27.24091,403.2957,409.17569999999995,383.96000000000004
VIC,Gov,Y10,6,1999,female,1,1,1,1,0036001,4,4,3,4,1,1,1,2,3,2,2,2,3,2,2,1,7,4,10,225,225,180,-0.3381,-0.4331,-0.1651,313,1.1563,2.3322,2.3487,27.24091,405.47720000000004,378.5022,400.8941
